Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
750,124,2,0.01,0,2.047163151550293,10621821,0.01,0.0,2,0.0,0,77.58465000000061,UNSAT,,0.053,
751,153,4,0.02,0,1.0282806385040284,16073187,0.02,0.0,2,0.0,0,77.6046500000006,UNSAT,,0.064,
752,154,4,0.02,0,1.0282806385040284,14090566,0.02,0.0,2,0.0,0,77.6246500000006,UNSAT,,0.072,
753,124,4,0.02,0,1.7067910063743592,15375424,0.02,0.0,2,0.0,0,77.6446500000006,UNSAT,,0.083,
754,124,5,0.01,0,1.5523218143463136,13062794,0.01,0.0,2,0.0,0,77.6546500000006,UNSAT,,0.051,
755,124,5,0.0,0,1.4977367747306825,266469,0.0,0.0,2,0.0,0,77.6546500000006,UNSAT,,0.077,
756,124,2,0.0,0,1.9291875589370728,8765092,0.0,0.0,2,0.0,0,77.6546500000006,UNSAT,,0.054,
757,124,5,0.01,0,1.4375797141075135,10339934,0.01,0.0,2,0.0,0,77.6646500000006,UNSAT,,0.06,
758,124,1,0.0,0,1.6808587539672852,1835372,0.0,0.0,2,0.0,0,77.6646500000006,UNSAT,,0.067,
759,137,1,0.01,0,1.1240293610572816,531593,0.01,0.0,2,0.0,0,77.67465000000061,UNSAT,,0.09,
760,124,4,0.02,0,1.5890889394760133,16752398,0.02,0.0,2,0.0,0,77.6946500000006,UNSAT,,0.095,
761,157,5,0.0,0,1.017100178050995,2822286,0.0,0.0,2,0.0,0,77.6946500000006,UNSAT,,0.062,
762,124,4,0.01,0,1.530389391231537,5085240,0.01,0.0,2,0.0,0,77.70465000000061,UNSAT,,0.091,
763,124,1,0.01,0,1.5892880785942078,14223344,0.01,0.0,2,0.0,0,77.71465000000062,UNSAT,,0.066,
764,124,4,0.01,0,1.4650051224708558,6584931,0.01,0.0,2,0.0,0,77.72465000000062,UNSAT,,0.077,
765,124,3,0.05,0,1.7018171775817872,8891470,0.05,0.0,2,0.0,0,77.77465000000062,UNSAT,,0.16,
766,124,2,0.01,0,1.676347516822815,4366660,0.01,0.0,2,0.0,0,77.78465000000062,UNSAT,,0.097,
767,124,5,0.01,0,1.2995298135757447,4246751,0.01,0.0,2,0.0,0,77.79465000000063,UNSAT,,0.107,
768,124,1,0.01,0,1.4449897039413453,5320365,0.01,0.0,2,0.0,0,77.80465000000063,UNSAT,,0.099,
769,124,3,0.05,0,1.5601874220848084,10973705,0.05,0.0,2,0.0,0,77.85465000000063,UNSAT,,0.109,
770,124,2,0.01,0,1.5250467288970948,13941552,0.01,0.0,2,0.0,0,77.86465000000064,UNSAT,,0.064,
771,124,4,0.0,0,1.2969960201263429,16073187,0.0,0.0,2,0.0,0,77.86465000000064,UNSAT,,0.032,
772,124,1,0.01,0,1.323104165840149,4707795,0.01,0.0,2,0.0,0,77.87465000000064,UNSAT,,0.043,
773,124,1,0.01,0,1.2893496978759766,11561724,0.01,0.0,2,0.0,0,77.88465000000065,UNSAT,,0.068,
774,134,5,0.01,0,1.5352803099632264,12680961,0.01,0.0,2,0.0,0,77.89465000000065,UNSAT,,0.085,
775,158,1,0.01,0,1.012600563812256,6691897,0.01,0.0,2,0.0,0,77.90465000000066,UNSAT,,0.131,
776,134,3,0.05,0,1.3840337622642518,9751078,0.05,0.0,2,0.0,0,77.95465000000065,UNSAT,,0.171,
777,137,1,0.01,0,1.689390741634369,9853340,0.01,0.0,2,0.0,0,77.96465000000066,UNSAT,,0.127,
778,137,5,0.01,0,1.5093906748771668,2797775,0.01,0.0,2,0.0,0,77.97465000000066,UNSAT,,0.111,
779,137,3,0.05,0,1.610383652496338,8482008,0.05,0.0,2,0.0,0,78.02465000000066,UNSAT,,0.164,
780,137,4,0.02,0,1.3516717184066773,14090566,0.02,0.0,2,0.0,0,78.04465000000066,UNSAT,,0.085,
781,137,1,0.0,0,1.531454824256897,4139,0.0,0.0,2,0.0,0,78.04465000000066,UNSAT,,0.076,
782,137,2,0.01,0,1.4254903424263001,14371703,0.01,0.0,2,0.0,0,78.05465000000066,UNSAT,,0.089,
783,137,2,0.01,0,1.3725805509567262,11403330,0.01,0.0,2,0.0,0,78.06465000000067,UNSAT,,0.088,
784,137,4,0.02,0,1.2741887796401978,3484047,0.02,0.0,2,0.0,0,78.08465000000066,UNSAT,,0.075,
785,137,3,0.05,0,1.430114709186554,4649416,0.05,0.0,2,0.0,0,78.13465000000066,UNSAT,,0.168,
786,137,3,0.04,0,1.3287335265159608,657286,0.04,0.0,2,0.0,0,78.17465000000067,UNSAT,,0.219,
787,137,5,0.01,0,1.2273515689849854,15521452,0.01,0.0,2,0.0,0,78.18465000000067,UNSAT,,0.17,
788,137,1,0.01,0,1.2699363458633424,13794217,0.01,0.0,2,0.0,0,78.19465000000068,UNSAT,,0.071,
789,137,4,0.02,0,1.1291178691864014,10595891,0.02,0.0,2,0.0,0,78.21465000000067,UNSAT,,0.055,
790,137,2,0.0,0,1.152945600795746,910287,0.0,0.0,2,0.0,0,78.21465000000067,UNSAT,,0.055,
791,137,4,0.01,0,1.0830020535469056,165298,0.01,0.0,2,0.0,0,78.22465000000068,UNSAT,,0.092,
792,137,2,0.0,0,1.084853194999695,1917769,0.0,0.0,2,0.0,0,78.22465000000068,UNSAT,,0.059,
793,159,3,1.0821001160621644,1,1.0821001160621644,8891470,1.02,0.0,0,0.0,0,79.24465000000068,TIMEOUT,,1.468,
794,134,1,0.01,0,1.273706816482544,10173568,0.01,0.0,2,0.0,0,79.25465000000068,UNSAT,,0.067,
795,124,1,0.0,0,1.9133277166366578,5223200,0.0,0.0,2,0.0,0,79.25465000000068,UNSAT,,0.087,
796,124,4,0.02,0,1.9450752962112428,16690468,0.02,0.0,2,0.0,0,79.27465000000068,UNSAT,,0.111,
797,124,4,0.02,0,1.885954998779297,10595891,0.02,0.0,2,0.0,0,79.29465000000067,UNSAT,,0.051,
798,124,5,0.01,0,1.7875229347229005,12259997,0.01,0.0,2,0.0,0,79.30465000000068,UNSAT,,0.088,
799,124,5,0.01,0,1.7397620904922486,6631068,0.01,0.0,2,0.0,0,79.31465000000068,UNSAT,,0.132,
800,124,3,0.05,0,1.8838621008872987,9751078,0.05,0.0,2,0.0,0,79.36465000000068,UNSAT,,0.173,
801,124,1,0.01,0,1.75262554769516,10950487,0.01,0.0,2,0.0,0,79.37465000000068,UNSAT,,0.127,
802,124,5,0.0,0,1.636936568069458,2822286,0.0,0.0,2,0.0,0,79.37465000000068,UNSAT,,0.064,
803,124,1,0.01,0,1.6965163577079774,531593,0.01,0.0,2,0.0,0,79.38465000000069,UNSAT,,0.07,
804,124,3,0.04,0,1.7547486651420594,8435516,0.04,0.0,2,0.0,0,79.4246500000007,UNSAT,,0.115,
805,124,5,0.01,0,1.5351966250419617,8449837,0.01,0.0,2,0.0,0,79.4346500000007,UNSAT,,0.079,
806,124,1,0.01,0,1.586202584552765,14705326,0.01,0.0,2,0.0,0,79.4446500000007,UNSAT,,0.076,
807,124,5,0.01,0,1.484726868915558,9041888,0.01,0.0,2,0.0,0,79.45465000000071,UNSAT,,0.068,
808,124,4,0.02,0,1.6210100877761842,11226757,0.02,0.0,2,0.0,0,79.47465000000071,UNSAT,,0.058,
809,124,2,0.01,0,1.6857690442085267,12062815,0.01,0.0,2,0.0,0,79.48465000000071,UNSAT,,0.073,
810,124,5,0.01,0,1.4213215935707093,12680961,0.01,0.0,2,0.0,0,79.49465000000072,UNSAT,,0.072,
811,137,4,0.02,0,1.3675912249565125,15375424,0.02,0.0,2,0.0,0,79.51465000000071,UNSAT,,0.058,
812,137,4,0.02,0,1.3140615451812745,6499410,0.02,0.0,2,0.0,0,79.53465000000071,UNSAT,,0.06,
813,137,1,0.01,0,1.4549567330360413,9616715,0.01,0.0,2,0.0,0,79.54465000000071,UNSAT,,0.073,
814,137,3,0.05,0,1.3807204592704774,14747668,0.05,0.0,2,0.0,0,79.59465000000071,UNSAT,,0.119,
815,137,1,0.01,0,1.3368005979537965,13828592,0.01,0.0,2,0.0,0,79.60465000000072,UNSAT,,0.097,
816,137,5,0.01,0,1.2502107251167298,16672554,0.01,0.0,2,0.0,0,79.61465000000072,UNSAT,,0.057,
817,137,2,0.0,0,1.2386552322387696,14874320,0.0,0.0,2,0.0,0,79.61465000000072,UNSAT,,0.08,
818,137,4,0.02,0,1.1842507350921632,10614797,0.02,0.0,2,0.0,0,79.63465000000072,UNSAT,,0.059,
819,134,4,0.02,0,1.5422896969795228,5412823,0.02,0.0,2,0.0,0,79.65465000000071,UNSAT,,0.094,
820,124,1,0.0,0,1.844724677848816,6691897,0.0,0.0,2,0.0,0,79.65465000000071,UNSAT,,0.079,
821,124,2,0.01,0,1.8349746096611024,1766773,0.01,0.0,2,0.0,0,79.66465000000072,UNSAT,,0.051,
822,124,4,0.01,0,1.7896677482604981,5412823,0.01,0.0,2,0.0,0,79.67465000000072,UNSAT,,0.045,
823,124,1,0.0,0,1.7681893933296204,15192516,0.0,0.0,2,0.0,0,79.67465000000072,UNSAT,,0.071,
824,124,5,0.01,0,1.694955788898468,8818930,0.01,0.0,2,0.0,0,79.68465000000073,UNSAT,,0.051,
825,124,1,0.01,0,1.7148363817214967,15686777,0.01,0.0,2,0.0,0,79.69465000000073,UNSAT,,0.066,
826,124,3,0.04,0,1.7347611415863038,1074778,0.04,0.0,2,0.0,0,79.73465000000074,UNSAT,,0.138,
827,124,5,0.01,0,1.5886759388923646,15521452,0.01,0.0,2,0.0,0,79.74465000000075,UNSAT,,0.092,
828,137,4,0.02,0,1.2771061289787293,16235241,0.02,0.0,2,0.0,0,79.76465000000074,UNSAT,,0.083,
829,137,5,0.01,0,1.2524059045791627,12680961,0.01,0.0,2,0.0,0,79.77465000000075,UNSAT,,0.061,
830,137,1,0.0,0,1.3495269048690797,1835372,0.0,0.0,2,0.0,0,79.77465000000075,UNSAT,,0.073,
831,137,1,0.01,0,1.317200504589081,11561724,0.01,0.0,2,0.0,0,79.78465000000075,UNSAT,,0.061,
832,134,1,0.01,0,2.1135493147850037,5320365,0.01,0.0,2,0.0,0,79.79465000000076,UNSAT,,0.09,
833,134,5,0.01,0,2.381860994148254,683454,0.01,0.0,2,0.0,0,79.80465000000076,UNSAT,,0.086,
834,134,3,0.05,0,2.303733371543884,8482008,0.05,0.0,2,0.0,0,79.85465000000076,UNSAT,,0.162,
835,134,1,0.01,0,2.001027964401245,9853340,0.01,0.0,2,0.0,0,79.86465000000076,UNSAT,,0.054,
836,134,3,0.04,0,2.190944694328308,10704037,0.04,0.0,2,0.0,0,79.90465000000077,UNSAT,,0.099,
837,134,2,0.01,0,2.3446111310005184,14371703,0.01,0.0,2,0.0,0,79.91465000000078,UNSAT,,0.101,
838,134,2,0.01,0,2.2750728357315064,7485217,0.01,0.0,2,0.0,0,79.92465000000078,UNSAT,,0.089,
839,134,3,0.06,0,2.0787728059768678,9301266,0.06,0.0,2,0.0,0,79.98465000000078,UNSAT,,0.12,
840,134,5,0.01,0,2.1601300466537476,2822286,0.01,0.0,2,0.0,0,79.99465000000079,UNSAT,,0.063,
841,134,1,0.01,0,1.847724162387848,6691897,0.01,0.0,2,0.0,0,80.0046500000008,UNSAT,,0.071,
842,134,3,0.05,0,1.9583564031600953,10548447,0.05,0.0,2,0.0,0,80.05465000000079,UNSAT,,0.112,
843,134,5,0.01,0,2.0292383063316346,10339934,0.01,0.0,2,0.0,0,80.0646500000008,UNSAT,,0.08,
844,134,3,0.05,0,1.8489933836936951,13486015,0.05,0.0,2,0.0,0,80.1146500000008,UNSAT,,0.109,
845,134,2,0.01,0,2.016236149120331,3359345,0.01,0.0,2,0.0,0,80.1246500000008,UNSAT,,0.087,
846,134,2,0.01,0,1.956660233783722,6326790,0.01,0.0,2,0.0,0,80.1346500000008,UNSAT,,0.067,
847,134,2,0.01,0,1.8970843184471131,11403330,0.01,0.0,2,0.0,0,80.14465000000081,UNSAT,,0.088,
848,134,2,0.01,0,1.8375091779708863,1766773,0.01,0.0,2,0.0,0,80.15465000000081,UNSAT,,0.061,
849,134,1,0.01,0,1.67438247089386,5569090,0.01,0.0,2,0.0,0,80.16465000000082,UNSAT,,0.07,
850,134,5,0.01,0,1.8687345016479493,8818930,0.01,0.0,2,0.0,0,80.17465000000082,UNSAT,,0.065,
851,134,1,0.0,0,1.6055771935462952,884880,0.0,0.0,2,0.0,0,80.17465000000082,UNSAT,,0.082,
852,134,5,0.01,0,1.792821430015564,13062794,0.01,0.0,2,0.0,0,80.18465000000083,UNSAT,,0.069,
853,134,2,0.01,0,1.731976293373108,8765080,0.01,0.0,2,0.0,0,80.19465000000083,UNSAT,,0.054,
854,134,1,0.01,0,1.5310007560729981,13828592,0.01,0.0,2,0.0,0,80.20465000000084,UNSAT,,0.089,
855,134,3,0.04,0,1.6605736840248109,15643122,0.04,0.0,2,0.0,0,80.24465000000085,UNSAT,,0.116,
856,134,3,0.05,0,1.567054234790802,8891470,0.05,0.0,2,0.0,0,80.29465000000084,UNSAT,,0.149,
857,134,1,0.0,0,1.3948291171073914,15686777,0.0,0.0,2,0.0,0,80.29465000000084,UNSAT,,0.066,
858,134,3,0.05,0,1.457934521484375,3334595,0.05,0.0,2,0.0,0,80.34465000000084,UNSAT,,0.132,
859,134,2,0.01,0,1.4651012051582337,12908281,0.01,0.0,2,0.0,0,80.35465000000085,UNSAT,,0.048,
860,134,2,0.01,0,1.4236151803016663,10621821,0.01,0.0,2,0.0,0,80.36465000000085,UNSAT,,0.09,
861,134,4,0.02,0,1.6360152590751649,12682906,0.02,0.0,2,0.0,0,80.38465000000085,UNSAT,,0.087,
862,134,4,0.02,0,1.5841298330307008,16752398,0.02,0.0,2,0.0,0,80.40465000000084,UNSAT,,0.102,
863,134,2,0.01,0,1.3552631962776185,12734053,0.01,0.0,2,0.0,0,80.41465000000085,UNSAT,,0.099,
864,124,5,0.01,0,1.818675421524048,7163446,0.01,0.0,2,0.0,0,80.42465000000085,UNSAT,,0.064,
865,124,3,0.05,0,1.8078420985221864,15694719,0.05,0.0,2,0.0,0,80.47465000000085,UNSAT,,0.097,
866,137,2,0.0,0,1.2597190368652345,8765092,0.0,0.0,2,0.0,0,80.47465000000085,UNSAT,,0.055,
867,124,5,0.01,0,1.716300092983246,13970987,0.01,0.0,2,0.0,0,80.48465000000085,UNSAT,,0.067,
868,137,4,0.02,0,1.274702512073517,12682906,0.02,0.0,2,0.0,0,80.50465000000085,UNSAT,,0.08,
869,157,3,0.04,0,1.0979002941131593,907277,0.04,0.0,2,0.0,0,80.54465000000086,UNSAT,,0.121,
870,124,5,0.01,0,1.6756757128715516,16672554,0.01,0.0,2,0.0,0,80.55465000000086,UNSAT,,0.096,
871,134,1,0.01,0,1.9930352795600892,5223200,0.01,0.0,2,0.0,0,80.56465000000087,UNSAT,,0.089,
872,134,4,0.02,0,1.9847620952606202,2166354,0.02,0.0,2,0.0,0,80.58465000000086,UNSAT,,0.072,
873,134,1,0.01,0,1.9222200143814088,8399755,0.01,0.0,2,0.0,0,80.59465000000087,UNSAT,,0.063,
874,124,5,0.01,0,1.817050539302826,13458431,0.01,0.0,2,0.0,0,80.60465000000087,UNSAT,,0.069,
875,137,5,0.01,0,1.2690297592163087,10540945,0.01,0.0,2,0.0,0,80.61465000000088,UNSAT,,0.05,
876,134,5,0.01,0,1.9135539758682252,12259997,0.01,0.0,2,0.0,0,80.62465000000088,UNSAT,,0.059,
877,124,3,0.05,0,1.80509056930542,3915630,0.05,0.0,2,0.0,0,80.67465000000088,UNSAT,,0.119,
878,157,1,0.01,0,1.0572007525444032,2127549,0.01,0.0,2,0.0,0,80.68465000000089,UNSAT,,0.06,
879,134,1,0.01,0,1.8608603704452515,10950487,0.01,0.0,2,0.0,0,80.69465000000089,UNSAT,,0.065,
880,134,5,0.01,0,1.851760410118103,2980158,0.01,0.0,2,0.0,0,80.7046500000009,UNSAT,,0.063,
881,160,1,0.01,0,1.012600563812256,13794217,0.01,0.0,2,0.0,0,80.7146500000009,UNSAT,,0.058,
882,134,4,0.02,0,1.8793206441879273,14090566,0.02,0.0,2,0.0,0,80.7346500000009,UNSAT,,0.089,
883,134,3,0.04,0,1.8576539981842042,12759912,0.04,0.0,2,0.0,0,80.7746500000009,UNSAT,,0.081,
884,161,4,0.01,0,1.025480293083191,12682906,0.01,0.0,2,0.0,0,80.78465000000091,UNSAT,,0.069,
885,134,1,0.01,0,1.7297168004989625,4707795,0.01,0.0,2,0.0,0,80.79465000000091,UNSAT,,0.046,
886,134,4,0.02,0,1.756079875278473,3484047,0.02,0.0,2,0.0,0,80.81465000000091,UNSAT,,0.066,
887,134,3,0.06,0,1.7333299744606019,10973705,0.06,0.0,2,0.0,0,80.87465000000091,UNSAT,,0.182,
888,134,1,0.01,0,1.6112724173545838,8756526,0.01,0.0,2,0.0,0,80.88465000000092,UNSAT,,0.042,
889,134,1,0.0,0,1.569589577960968,11561724,0.0,0.0,2,0.0,0,80.88465000000092,UNSAT,,0.065,
890,134,1,0.01,0,1.5279067385673524,14223344,0.01,0.0,2,0.0,0,80.89465000000092,UNSAT,,0.07,
891,134,2,0.01,0,1.6680704582214356,12107568,0.01,0.0,2,0.0,0,80.90465000000093,UNSAT,,0.051,
892,162,5,0.02,0,1.017100178050995,15753149,0.02,0.0,2,0.0,0,80.92465000000092,UNSAT,,0.092,
893,124,1,0.01,0,1.74893023853302,13794217,0.01,0.0,2,0.0,0,80.93465000000093,UNSAT,,0.06,
894,134,3,0.05,0,1.5967623818397523,1009110,0.05,0.0,2,0.0,0,80.98465000000093,UNSAT,,0.13,
895,137,2,0.01,0,1.263120673942566,4366660,0.01,0.0,2,0.0,0,80.99465000000093,UNSAT,,0.064,
896,161,2,0.0,0,1.0262605774879456,1917769,0.0,0.0,2,0.0,0,80.99465000000093,UNSAT,,0.065,
897,157,3,0.04,0,1.139100395488739,15643122,0.04,0.0,2,0.0,0,81.03465000000094,UNSAT,,0.127,
898,163,4,0.02,0,1.025480293083191,16690468,0.02,0.0,2,0.0,0,81.05465000000093,UNSAT,,0.072,
899,124,4,0.02,0,1.7288001406669617,12682906,0.02,0.0,2,0.0,0,81.07465000000093,UNSAT,,0.123,
900,164,3,1.0821001160621644,1,1.0821001160621644,15643122,1.02,0.0,0,0.0,0,82.09465000000093,TIMEOUT,,1.413,
901,137,4,0.01,0,2.379171453762054,16049169,0.01,0.0,2,0.0,0,82.10465000000093,UNSAT,,0.128,
902,137,2,0.01,0,2.1591149795532227,1766773,0.01,0.0,2,0.0,0,82.11465000000094,UNSAT,,0.062,
903,137,4,0.01,0,2.288971506404877,5085240,0.01,0.0,2,0.0,0,82.12465000000094,UNSAT,,0.066,
904,137,4,0.02,0,2.2054624784469605,16752398,0.02,0.0,2,0.0,0,82.14465000000094,UNSAT,,0.101,
905,137,3,0.06,0,2.3856368887901303,13174394,0.06,0.0,2,0.0,0,82.20465000000094,UNSAT,,0.128,
906,137,3,0.06,0,2.2800970304489137,3334595,0.06,0.0,2,0.0,0,82.26465000000094,UNSAT,,0.27,
907,137,5,0.01,0,2.112806998538971,3419187,0.01,0.0,2,0.0,0,82.27465000000095,UNSAT,,0.176,
908,137,2,0.01,0,1.981828473854065,7485217,0.01,0.0,2,0.0,0,82.28465000000095,UNSAT,,0.165,
909,137,4,0.02,0,2.0366661179542542,2166354,0.02,0.0,2,0.0,0,82.30465000000095,UNSAT,,0.108,
910,137,3,0.06,0,2.137587808418274,9751078,0.06,0.0,2,0.0,0,82.36465000000095,UNSAT,,0.213,
911,137,5,0.01,0,1.976621412086487,4246751,0.01,0.0,2,0.0,0,82.37465000000095,UNSAT,,0.095,
912,137,4,0.01,0,1.9108380902290345,6873113,0.01,0.0,2,0.0,0,82.38465000000096,UNSAT,,0.151,
913,137,4,0.02,0,1.8353047001838685,3106639,0.02,0.0,2,0.0,0,82.40465000000096,UNSAT,,0.114,
914,137,5,0.01,0,1.8681239116668702,13970987,0.01,0.0,2,0.0,0,82.41465000000096,UNSAT,,0.116,
915,137,2,0.01,0,1.8050099838256837,8404473,0.01,0.0,2,0.0,0,82.42465000000097,UNSAT,,0.101,
916,137,1,0.01,0,2.0642464983940125,5439958,0.01,0.0,2,0.0,0,82.43465000000097,UNSAT,,0.098,
917,137,3,0.06,0,1.9493308294296265,15694719,0.06,0.0,2,0.0,0,82.49465000000097,UNSAT,,0.166,
918,137,1,0.01,0,1.9503389227867127,5320365,0.01,0.0,2,0.0,0,82.50465000000098,UNSAT,,0.144,
919,137,5,0.01,0,1.7425585616111756,6003135,0.01,0.0,2,0.0,0,82.51465000000098,UNSAT,,0.118,
920,137,5,0.01,0,1.6836087334632874,10097623,0.01,0.0,2,0.0,0,82.52465000000099,UNSAT,,0.071,
921,137,3,0.05,0,1.816460095691681,907277,0.05,0.0,2,0.0,0,82.57465000000099,UNSAT,,0.093,
922,137,2,0.01,0,1.629784606742859,6326790,0.01,0.0,2,0.0,0,82.58465000000099,UNSAT,,0.059,
923,137,3,0.05,0,1.711568020629883,4903855,0.05,0.0,2,0.0,0,82.63465000000099,UNSAT,,0.085,
924,137,5,0.01,0,1.5333261120796204,2822286,0.01,0.0,2,0.0,0,82.644650000001,UNSAT,,0.08,
925,137,4,0.02,0,1.5614179003715516,4980283,0.02,0.0,2,0.0,0,82.66465000000099,UNSAT,,0.093,
926,137,3,0.04,0,1.5767833817481995,1074778,0.04,0.0,2,0.0,0,82.704650000001,UNSAT,,0.144,
927,137,1,0.01,0,1.6205660927772523,13497231,0.01,0.0,2,0.0,0,82.714650000001,UNSAT,,0.071,
928,137,2,0.01,0,1.44081553106308,5605637,0.01,0.0,2,0.0,0,82.724650000001,UNSAT,,0.069,
929,137,1,0.01,0,1.566134475517273,884880,0.01,0.0,2,0.0,0,82.73465000000101,UNSAT,,0.084,
930,137,3,0.05,0,1.4570906985282899,10973705,0.05,0.0,2,0.0,0,82.78465000000101,UNSAT,,0.1,
931,137,4,0.02,0,1.3651054728507996,5412823,0.02,0.0,2,0.0,0,82.804650000001,UNSAT,,0.054,
932,137,3,0.05,0,1.3401890624046326,7655102,0.05,0.0,2,0.0,0,82.854650000001,UNSAT,,0.128,
933,134,3,0.05,0,1.292256974029541,3915630,0.05,0.0,2,0.0,0,82.904650000001,UNSAT,,0.125,
934,134,1,0.0,0,1.24314787273407,2127549,0.0,0.0,2,0.0,0,82.904650000001,UNSAT,,0.121,
935,161,5,0.01,0,1.038000487136841,2797775,0.01,0.0,2,0.0,0,82.914650000001,UNSAT,,0.072,
936,134,5,0.01,0,1.2138333547592164,6750928,0.01,0.0,2,0.0,0,82.92465000000101,UNSAT,,0.076,
937,134,3,0.05,0,1.201424740600586,907277,0.05,0.0,2,0.0,0,82.974650000001,UNSAT,,0.115,
938,134,1,0.01,0,1.145998977470398,15192516,0.01,0.0,2,0.0,0,82.98465000000101,UNSAT,,0.092,
939,134,2,0.01,0,1.1402526128768922,14874320,0.01,0.0,2,0.0,0,82.99465000000102,UNSAT,,0.098,
940,157,2,0.01,0,1.0606000650405885,1766773,0.01,0.0,2,0.0,0,83.00465000000102,UNSAT,,0.08,
941,134,2,0.01,0,1.124295138168335,8404473,0.01,0.0,2,0.0,0,83.01465000000103,UNSAT,,0.054,
942,157,4,0.02,0,1.0357402194023133,165298,0.02,0.0,2,0.0,0,83.03465000000102,UNSAT,,0.065,
943,134,2,0.0,0,1.1083368885993958,13941552,0.0,0.0,2,0.0,0,83.03465000000102,UNSAT,,0.049,
944,165,2,0.01,0,1.0150801170349122,16546082,0.01,0.0,2,0.0,0,83.04465000000103,UNSAT,,0.06,
945,166,5,0.02,0,1.0146004784584046,6003135,0.02,0.0,2,0.0,0,83.06465000000102,UNSAT,,0.115,
946,161,1,0.01,0,1.0363004434585572,884880,0.01,0.0,2,0.0,0,83.07465000000103,UNSAT,,0.135,
947,167,1,0.01,0,1.012600563812256,10950487,0.01,0.0,2,0.0,0,83.08465000000103,UNSAT,,0.085,
948,134,5,0.01,0,1.226592205810547,16672554,0.01,0.0,2,0.0,0,83.09465000000104,UNSAT,,0.067,
949,134,4,0.02,0,1.2061405408859254,16073187,0.02,0.0,2,0.0,0,83.11465000000103,UNSAT,,0.099,
950,134,3,0.04,0,1.1905356276512147,283292,0.04,0.0,2,0.0,0,83.15465000000104,UNSAT,,0.139,
951,134,5,0.01,0,1.12368609790802,15753149,0.01,0.0,2,0.0,0,83.16465000000105,UNSAT,,0.08,
952,157,4,0.02,0,1.0679000247001649,5412823,0.02,0.0,2,0.0,0,83.18465000000104,UNSAT,,0.074,
953,168,2,0.01,0,1.0150801170349122,12107568,0.01,0.0,2,0.0,0,83.19465000000105,UNSAT,,0.119,
954,169,5,0.01,0,1.0146004784584046,12259997,0.01,0.0,2,0.0,0,83.20465000000105,UNSAT,,0.114,
955,134,1,0.01,0,1.1497167575836182,531593,0.01,0.0,2,0.0,0,83.21465000000106,UNSAT,,0.137,
956,134,5,0.01,0,1.1387974250793458,6631068,0.01,0.0,2,0.0,0,83.22465000000106,UNSAT,,0.117,
957,157,2,0.0,0,1.0549001920700074,10621821,0.0,0.0,2,0.0,0,83.22465000000106,UNSAT,,0.121,
958,170,3,1.064600669193268,1,1.064600669193268,7655102,1.02,0.0,0,0.0,0,84.24465000000106,TIMEOUT,,1.529,
959,134,3,0.05,0,1.1850767362594605,13174394,0.05,0.0,2,0.0,0,84.29465000000106,UNSAT,,0.179,
960,161,3,1.1719002354621888,1,1.1719002354621888,10973705,1.02,0.0,0,0.0,0,85.31465000000105,TIMEOUT,,1.532,
961,161,3,1.0866005051612855,1,1.0866005051612855,8482008,1.02,0.0,0,0.0,0,86.33465000000105,TIMEOUT,,1.392,
962,157,2,0.01,0,1.133700393486023,6326790,0.01,0.0,2,0.0,0,86.34465000000105,UNSAT,,0.094,
963,157,4,0.02,0,1.1272000897407533,2166354,0.02,0.0,2,0.0,0,86.36465000000105,UNSAT,,0.062,
964,161,3,0.0,1,0.0,1074778,0.0,0.0,0,0.0,0,86.36465000000105,TIMEOUT,,0.0,
965,157,1,0.01,0,1.0679000247001649,884880,0.01,0.0,2,0.0,0,86.37465000000105,UNSAT,,0.098,
966,157,5,0.01,0,1.0549001920700074,13970987,0.01,0.0,2,0.0,0,86.38465000000106,UNSAT,,0.065,
967,134,4,0.02,0,1.138800524520874,165298,0.02,0.0,2,0.0,0,86.40465000000106,UNSAT,,0.129,
968,171,4,0.02,0,1.0239204991340638,14090566,0.02,0.0,2,0.0,0,86.42465000000105,UNSAT,,0.101,
969,172,1,0.0,0,1.012600563812256,6691897,0.0,0.0,2,0.0,0,86.42465000000105,UNSAT,,0.102,
970,161,2,0.0,1,0.0,11403330,0.0,0.0,0,0.0,0,86.42465000000105,TIMEOUT,,0.0,
971,173,1,0.01,0,1.012600563812256,15686777,0.01,0.0,2,0.0,0,86.43465000000106,UNSAT,,0.133,
972,157,5,0.01,0,1.0868337381362916,266469,0.01,0.0,2,0.0,0,86.44465000000106,UNSAT,,0.055,
973,157,5,0.01,0,1.0622001517295838,11076541,0.01,0.0,2,0.0,0,86.45465000000107,UNSAT,,0.111,
974,172,5,0.0,0,1.0259002674102784,9041888,0.0,0.0,2,0.0,0,86.45465000000107,UNSAT,,0.069,
975,174,5,0.01,0,1.0146004784584046,13062794,0.01,0.0,2,0.0,0,86.46465000000107,UNSAT,,0.076,
976,175,4,0.02,0,1.0239204991340638,16235241,0.02,0.0,2,0.0,0,86.48465000000107,UNSAT,,0.079,
977,176,1,0.01,0,1.012600563812256,4139,0.01,0.0,2,0.0,0,86.49465000000107,UNSAT,,0.082,
