Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,3,0.2,0,5.0,8435516,0.2,0.0,2,0.0,0,0.2,UNSAT,,0.236,
2,1,1,0.01,0,5.0,5320365,0.01,0.0,2,0.0,0,0.21000000000000002,UNSAT,,0.041,
3,2,3,0.19,0,1.2626007426261903,8435516,0.19,0.0,2,0.0,0,0.4,UNSAT,,0.328,
4,3,3,1.2626007426261903,1,1.2626007426261903,8435516,1.01,0.0,0,0.0,0,1.4100000000000001,TIMEOUT,,1.371,
5,4,3,1.2626007426261903,1,1.2626007426261903,8435516,1.02,0.0,0,0.0,0,2.43,TIMEOUT,,1.533,
6,5,3,1.2626007426261903,1,1.2626007426261903,8435516,1.02,0.0,0,0.0,0,3.45,TIMEOUT,,1.612,
7,1,4,0.02,0,5.0,16049169,0.02,0.0,2,0.0,0,3.47,UNSAT,,0.136,
8,1,2,0.02,0,5.0,8765092,0.02,0.0,2,0.0,0,3.49,UNSAT,,0.105,
9,6,1,0.01,0,1.015600048351288,5320365,0.01,0.0,2,0.0,0,3.5,UNSAT,,0.103,
10,2,1,0.01,0,0.201,5320365,0.01,0.0,2,0.0,0,3.51,UNSAT,,0.111,
11,7,3,1.2626007426261903,1,1.2626007426261903,8435516,1.02,0.0,0,0.0,0,4.529999999999999,TIMEOUT,,1.491,
12,8,1,0.01,0,1.015600048351288,5320365,0.01,0.0,2,0.0,0,4.539999999999999,UNSAT,,0.122,
13,9,4,0.03,0,1.0286006558418275,16049169,0.03,0.0,2,0.0,0,4.569999999999999,UNSAT,,0.16,
14,2,2,0.02,0,1.0442001450538636,8765092,0.02,0.0,2,0.0,0,4.589999999999999,UNSAT,,0.112,
15,1,5,0.01,0,5.0,7163446,0.01,0.0,2,0.0,0,4.599999999999999,UNSAT,,0.09,
16,1,3,0.27,0,5.0,1009110,0.27,0.0,2,0.0,0,4.869999999999999,UNSAT,,0.517,
17,1,4,0.02,0,5.0,15375424,0.02,0.0,2,0.0,0,4.889999999999999,UNSAT,,0.173,
18,1,5,0.02,0,5.0,15753149,0.02,0.0,2,0.0,0,4.909999999999998,UNSAT,,0.145,
19,8,2,0.01,0,1.0299000967025758,8765092,0.01,0.0,2,0.0,0,4.919999999999998,UNSAT,,0.133,
20,2,4,0.02,0,1.045500360774994,16049169,0.02,0.0,2,0.0,0,4.939999999999998,UNSAT,,0.135,
21,10,2,0.02,0,1.0286006558418275,8765092,0.02,0.0,2,0.0,0,4.959999999999997,UNSAT,,0.164,
22,11,2,0.01,0,1.0286006558418275,8765092,0.01,0.0,2,0.0,0,4.969999999999997,UNSAT,,0.152,
23,8,5,0.02,0,1.037700616168976,15753149,0.02,0.0,2,0.0,0,4.989999999999997,UNSAT,,0.171,
24,12,4,0.02,0,1.0286006558418275,15375424,0.02,0.0,2,0.0,0,5.009999999999996,UNSAT,,0.223,
25,2,5,0.0635,0,0.0635,7163446,0.02,0.0,0,0.0,0,5.029999999999996,TIMEOUT,,0.189,
26,2,3,0.0635,0,0.0635,1009110,0.02,0.0,0,0.0,0,5.049999999999995,TIMEOUT,,0.182,
27,2,5,0.01,0,0.0635,15753149,0.01,0.0,2,0.0,0,5.059999999999995,UNSAT,,0.145,
28,13,3,1.2626007426261903,1,1.2626007426261903,8435516,1.02,0.0,0,0.0,0,6.079999999999995,TIMEOUT,,1.794,
29,2,4,0.01,0,0.0635,15375424,0.01,0.0,2,0.0,0,6.0899999999999945,UNSAT,,0.205,
30,12,1,0.01,0,1.0169002640724183,5320365,0.01,0.0,2,0.0,0,6.099999999999994,UNSAT,,0.164,
31,11,4,0.02,0,1.0429007041931153,16049169,0.02,0.0,2,0.0,0,6.119999999999994,UNSAT,,0.18,
32,6,3,1.2639001834869386,1,1.2639001834869386,8435516,1.02,0.0,0,0.0,0,7.1399999999999935,TIMEOUT,,1.915,
33,14,5,0.01,0,1.0503750074386597,15753149,0.01,0.0,2,0.0,0,7.149999999999993,UNSAT,,0.137,
34,15,2,0.01,0,1.0286006558418275,8765092,0.01,0.0,2,0.0,0,7.159999999999993,UNSAT,,0.12,
35,10,3,1.3094007599830628,1,1.3094007599830628,8435516,1.02,0.0,0,0.0,0,8.179999999999993,TIMEOUT,,2.327,
36,8,3,1.3185007203102113,1,1.3185007203102113,8435516,1.02,0.0,0,0.0,0,9.199999999999992,TIMEOUT,,2.136,
37,16,3,1.1673750508308411,1,1.1673750508308411,1009110,1.02,0.0,0,0.0,0,10.219999999999992,TIMEOUT,,1.582,
38,15,4,0.02,0,1.0364004004478455,16049169,0.02,0.0,2,0.0,0,10.239999999999991,UNSAT,,0.1,
39,14,4,0.02,0,1.05817552690506,16049169,0.02,0.0,2,0.0,0,10.259999999999991,UNSAT,,0.146,
40,17,5,0.01,0,1.0503750074386597,7163446,0.01,0.0,2,0.0,0,10.26999999999999,UNSAT,,0.145,
41,15,4,0.02,0,1.045500360774994,15375424,0.02,0.0,2,0.0,0,10.28999999999999,UNSAT,,0.176,
42,14,3,0.32,0,1.198250137615204,1009110,0.32,0.0,2,0.0,0,10.60999999999999,UNSAT,,0.64,
43,17,1,0.01,0,1.0516752231597901,5320365,0.01,0.0,2,0.0,0,10.61999999999999,UNSAT,,0.116,
44,11,3,1.1764750111579896,1,1.1764750111579896,1009110,1.02,0.0,0,0.0,0,11.63999999999999,TIMEOUT,,1.609,
45,14,1,0.0,1,0.0,5320365,0.0,0.0,0,0.0,0,11.63999999999999,TIMEOUT,,0.0,
46,17,4,0.02,0,1.0594757426261903,15375424,0.02,0.0,2,0.0,0,11.65999999999999,UNSAT,,0.149,
47,11,3,0.0,1,0.0,8435516,0.0,0.0,0,0.0,0,11.65999999999999,TIMEOUT,,0.0,
48,18,1,0.01,0,1.015600048351288,5320365,0.01,0.0,2,0.0,0,11.66999999999999,UNSAT,,0.101,
49,19,3,1.1673750508308411,1,1.1673750508308411,8435516,1.02,0.0,0,0.0,0,12.689999999999989,TIMEOUT,,1.954,
50,20,4,0.02,0,1.0221003520965577,15375424,0.02,0.0,2,0.0,0,12.709999999999988,UNSAT,,0.131,
51,18,5,0.02,0,1.0516752231597901,15753149,0.02,0.0,2,0.0,0,12.729999999999988,UNSAT,,0.155,
52,21,5,0.01,0,1.0503750074386597,7163446,0.01,0.0,2,0.0,0,12.739999999999988,UNSAT,,0.146,
53,22,3,0.08,0,1.1673750508308411,8435516,0.08,0.0,2,0.0,0,12.819999999999988,UNSAT,,0.314,
54,18,4,0.02,0,1.0464751351356507,16049169,0.02,0.0,2,0.0,0,12.839999999999987,UNSAT,,0.12,
55,15,3,1.1764750111579896,1,1.1764750111579896,8435516,1.02,0.0,0,0.0,0,13.859999999999987,TIMEOUT,,2.041,
56,22,1,0.0,0,1.0776756632804871,5320365,0.0,0.0,2,0.0,0,13.859999999999987,UNSAT,,0.152,
57,21,3,0.49,0,1.2034502256393433,8435516,0.49,0.0,2,0.0,0,14.349999999999987,UNSAT,,0.796,
58,17,3,1.1995503533363343,1,1.1995503533363343,8435516,1.02,0.0,0,0.0,0,15.369999999999987,TIMEOUT,,2.121,
59,23,1,0.01,0,1.015600048351288,5320365,0.01,0.0,2,0.0,0,15.379999999999987,UNSAT,,0.125,
60,22,5,0.02,0,1.1267506707191468,15753149,0.02,0.0,2,0.0,0,15.399999999999986,UNSAT,,0.171,
61,24,1,0.01,0,1.015600048351288,5320365,0.01,0.0,2,0.0,0,15.409999999999986,UNSAT,,0.112,
62,23,5,0.0,0,1.0516752231597901,7163446,0.0,0.0,2,0.0,0,15.409999999999986,UNSAT,,0.169,
63,22,5,0.02,0,1.2262001264572144,7163446,0.02,0.0,2,0.0,0,15.429999999999986,UNSAT,,0.136,
64,24,5,0.02,0,1.0516752231597901,7163446,0.02,0.0,2,0.0,0,15.449999999999985,UNSAT,,0.126,
65,18,3,1.1865505207061768,1,1.1865505207061768,1009110,1.02,0.0,0,0.0,0,16.469999999999985,TIMEOUT,,1.617,
66,23,3,0.24,0,1.2177502739906312,1009110,0.24,0.0,2,0.0,0,16.709999999999983,UNSAT,,0.408,
67,22,4,0.03,0,1.1488504636764527,15375424,0.03,0.0,2,0.0,0,16.739999999999984,UNSAT,,0.23,
68,22,2,0.01,0,1.093340240764618,8765092,0.01,0.0,2,0.0,0,16.749999999999986,UNSAT,,0.106,
69,24,5,0.02,0,1.0760500061988831,15753149,0.02,0.0,2,0.0,0,16.769999999999985,UNSAT,,0.15,
70,23,4,0.0,1,0.0,15375424,0.0,0.0,0,0.0,0,16.769999999999985,TIMEOUT,,0.0,
71,25,5,0.01,0,1.0503750074386597,15753149,0.01,0.0,2,0.0,0,16.779999999999987,UNSAT,,0.11,
72,24,4,0.03,0,1.0464751351356507,15375424,0.03,0.0,2,0.0,0,16.809999999999988,UNSAT,,0.232,
73,26,3,1.1673750508308411,1,1.1673750508308411,8435516,1.02,0.0,0,0.0,0,17.829999999999988,TIMEOUT,,1.78,
74,22,3,0.08,0,1.2964001524925233,1009110,0.08,0.0,2,0.0,0,17.909999999999986,UNSAT,,0.307,
75,27,1,0.01,0,1.015600048351288,5320365,0.01,0.0,2,0.0,0,17.919999999999987,UNSAT,,0.102,
76,25,5,0.01,0,1.086450182247162,7163446,0.01,0.0,2,0.0,0,17.92999999999999,UNSAT,,0.07,
77,22,4,0.03,0,1.2314002144813538,16049169,0.03,0.0,2,0.0,0,17.95999999999999,UNSAT,,0.083,
78,27,4,0.02,0,1.023400567817688,15375424,0.02,0.0,2,0.0,0,17.97999999999999,UNSAT,,0.107,
79,28,2,0.01,0,1.0286006558418275,8765092,0.01,0.0,2,0.0,0,17.98999999999999,UNSAT,,0.109,
80,25,1,0.01,0,1.0516752231597901,5320365,0.01,0.0,2,0.0,0,17.999999999999993,UNSAT,,0.101,
81,24,4,0.02,0,1.384800099182129,16049169,0.02,0.0,2,0.0,0,18.019999999999992,UNSAT,,0.133,
82,24,3,0.26,0,1.1735506880760194,1009110,0.26,0.0,2,0.0,0,18.279999999999994,UNSAT,,0.393,
83,22,2,0.01,0,5.0,14371703,0.01,0.0,2,0.0,0,18.289999999999996,UNSAT,,0.061,
84,22,1,0.01,0,5.0,15686777,0.01,0.0,2,0.0,0,18.299999999999997,UNSAT,,0.11,
85,22,2,0.01,0,5.0,12908281,0.01,0.0,2,0.0,0,18.31,UNSAT,,0.132,
86,22,4,0.02,0,5.0,5412823,0.02,0.0,2,0.0,0,18.33,UNSAT,,0.098,
87,22,3,0.08,0,5.0,13757434,0.08,0.0,2,0.0,0,18.409999999999997,UNSAT,,0.182,
88,22,1,0.01,0,5.0,8756526,0.01,0.0,2,0.0,0,18.419999999999998,UNSAT,,0.049,
89,22,5,0.02,0,5.0,6750928,0.02,0.0,2,0.0,0,18.439999999999998,UNSAT,,0.123,
90,22,5,0.01,0,5.0,12680961,0.01,0.0,2,0.0,0,18.45,UNSAT,,0.08,
91,25,2,0.01,0,1.065975271511078,8765092,0.01,0.0,2,0.0,0,18.46,UNSAT,,0.108,
92,2,2,0.01,0,5.0,14371703,0.01,0.0,2,0.0,0,18.470000000000002,UNSAT,,0.15,
93,2,1,0.0,0,5.0,15686777,0.0,0.0,2,0.0,0,18.470000000000002,UNSAT,,0.177,
94,2,2,0.01,0,5.0,12908281,0.01,0.0,2,0.0,0,18.480000000000004,UNSAT,,0.213,
95,2,4,0.01,0,5.0,5412823,0.01,0.0,2,0.0,0,18.490000000000006,UNSAT,,0.195,
96,2,3,7.26465,1,5.0,13757434,7.26465,0.0,-3,0.0,0,25.754650000000005,KILLED,,7.647,
97,2,1,0.01,0,5.0,8756526,0.01,0.0,2,0.0,0,25.764650000000007,UNSAT,,0.085,
98,2,5,0.02,0,5.0,6750928,0.02,0.0,2,0.0,0,25.784650000000006,UNSAT,,0.14,
99,2,5,0.01,0,5.0,12680961,0.01,0.0,2,0.0,0,25.794650000000008,UNSAT,,0.064,
100,28,5,0.01,0,1.0646750557899476,7163446,0.01,0.0,2,0.0,0,25.80465000000001,UNSAT,,0.163,
101,29,4,0.03,0,1.037266694355011,16049169,0.03,0.0,2,0.0,0,25.83465000000001,UNSAT,,0.166,
102,25,4,0.02,0,1.0530839193344117,16049169,0.02,0.0,2,0.0,0,25.85465000000001,UNSAT,,0.153,
103,25,2,0.01,0,1.0627255070686341,12908281,0.01,0.0,2,0.0,0,25.86465000000001,UNSAT,,0.097,
104,24,3,0.26,0,1.0208001363754273,8435516,0.26,0.0,2,0.0,0,26.124650000000013,UNSAT,,0.587,
105,28,1,0.01,0,1.0236167538642884,15686777,0.01,0.0,2,0.0,0,26.134650000000015,UNSAT,,0.077,
106,30,4,0.02,0,1.037266694355011,5412823,0.02,0.0,2,0.0,0,26.154650000000014,UNSAT,,0.189,
107,31,3,1.1673750508308411,1,1.1673750508308411,1009110,1.02,0.0,0,0.0,0,27.174650000000014,TIMEOUT,,1.728,
108,32,3,0.51,0,1.1066004264831544,13757434,0.51,0.0,2,0.0,0,27.684650000000016,UNSAT,,1.175,
109,24,2,0.0,1,0.0,8765092,0.0,0.0,0,0.0,0,27.684650000000016,TIMEOUT,,0.0,
110,33,4,0.01,0,1.037266694355011,15375424,0.01,0.0,2,0.0,0,27.694650000000017,UNSAT,,0.105,
111,25,1,0.01,0,1.0528669584274293,8756526,0.01,0.0,2,0.0,0,27.70465000000002,UNSAT,,0.122,
112,22,2,0.01,0,5.0,8404473,0.01,0.0,2,0.0,0,27.71465000000002,UNSAT,,0.141,
113,22,4,0.03,0,5.0,165298,0.03,0.0,2,0.0,0,27.74465000000002,UNSAT,,0.191,
114,22,1,0.0,0,5.0,11561724,0.0,0.0,2,0.0,0,27.74465000000002,UNSAT,,0.155,
115,22,3,0.08,0,5.0,9751078,0.08,0.0,2,0.0,0,27.82465000000002,UNSAT,,0.309,
116,22,4,0.02,0,5.0,4980283,0.02,0.0,2,0.0,0,27.84465000000002,UNSAT,,0.139,
117,22,1,0.0,0,5.0,1835372,0.0,0.0,2,0.0,0,27.84465000000002,UNSAT,,0.126,
118,22,2,0.01,0,5.0,14656913,0.01,0.0,2,0.0,0,27.85465000000002,UNSAT,,0.12,
119,22,3,0.08,0,5.0,8482008,0.08,0.0,2,0.0,0,27.93465000000002,UNSAT,,0.243,
120,22,5,0.02,0,5.0,8449837,0.02,0.0,2,0.0,0,27.95465000000002,UNSAT,,0.129,
121,22,5,0.02,0,5.0,8818930,0.02,0.0,2,0.0,0,27.97465000000002,UNSAT,,0.104,
122,22,4,0.02,0,5.0,16690468,0.02,0.0,2,0.0,0,27.994650000000018,UNSAT,,0.182,
123,22,2,0.01,0,5.0,1917769,0.01,0.0,2,0.0,0,28.00465000000002,UNSAT,,0.132,
124,22,3,0.07,0,5.0,13486015,0.07,0.0,2,0.0,0,28.07465000000002,UNSAT,,0.162,
125,22,1,0.01,0,5.0,5223200,0.01,0.0,2,0.0,0,28.08465000000002,UNSAT,,0.146,
126,22,5,0.02,0,5.0,13970987,0.02,0.0,2,0.0,0,28.10465000000002,UNSAT,,0.099,
127,22,3,0.08,0,5.0,3334595,0.08,0.0,2,0.0,0,28.18465000000002,UNSAT,,0.222,
128,28,2,0.01,0,1.0329336750984193,14371703,0.01,0.0,2,0.0,0,28.19465000000002,UNSAT,,0.124,
129,30,2,0.02,0,1.025567077445984,12908281,0.02,0.0,2,0.0,0,28.21465000000002,UNSAT,,0.126,
130,25,1,0.0,0,1.072150133895874,15686777,0.0,0.0,2,0.0,0,28.21465000000002,UNSAT,,0.07,
131,34,2,0.02,0,1.015600048351288,14371703,0.02,0.0,2,0.0,0,28.23465000000002,UNSAT,,0.102,
132,33,4,0.01,0,1.0602335560798646,16049169,0.01,0.0,2,0.0,0,28.24465000000002,UNSAT,,0.091,
133,35,4,0.03,0,1.0351001847267152,5412823,0.03,0.0,2,0.0,0,28.274650000000022,UNSAT,,0.143,
134,28,1,0.01,0,1.0443861115455628,5320365,0.01,0.0,2,0.0,0,28.284650000000024,UNSAT,,0.088,
135,28,5,0.01,0,1.0313862789154054,12680961,0.01,0.0,2,0.0,0,28.294650000000026,UNSAT,,0.11,
136,28,1,0.0,0,1.0399291146278382,8756526,0.0,0.0,2,0.0,0,28.294650000000026,UNSAT,,0.15,
137,25,3,0.26,0,1.284205399799347,13486015,0.26,0.0,2,0.0,0,28.554650000000027,UNSAT,,0.656,
138,25,3,0.14,0,1.1427530873298646,8435516,0.14,0.0,2,0.0,0,28.694650000000028,UNSAT,,0.467,
139,25,4,0.02,0,1.3147860396385194,4980283,0.02,0.0,2,0.0,0,28.714650000000027,UNSAT,,0.148,
140,25,4,0.02,0,1.2016238797187806,5412823,0.02,0.0,2,0.0,0,28.734650000000027,UNSAT,,0.126,
141,36,1,0.01,0,1.0091005194664002,5223200,0.01,0.0,2,0.0,0,28.74465000000003,UNSAT,,0.144,
142,37,4,0.02,0,1.0351001847267152,16049169,0.02,0.0,2,0.0,0,28.764650000000028,UNSAT,,0.117,
143,25,5,0.0,1,0.0,6750928,0.0,0.0,0,0.0,0,28.764650000000028,TIMEOUT,,0.0,
144,28,5,0.01,0,1.0529289472579957,8818930,0.01,0.0,2,0.0,0,28.77465000000003,UNSAT,,0.131,
145,38,2,0.01,0,1.015600048351288,14371703,0.01,0.0,2,0.0,0,28.78465000000003,UNSAT,,0.116,
146,25,3,0.0,1,0.0,3334595,0.0,0.0,0,0.0,0,28.78465000000003,TIMEOUT,,0.0,
147,37,1,0.01,0,1.0169002640724183,15686777,0.01,0.0,2,0.0,0,28.794650000000033,UNSAT,,0.1,
148,25,5,0.0,1,0.0,8449837,0.0,0.0,0,0.0,0,28.794650000000033,TIMEOUT,,0.0,
149,28,5,0.01,0,1.3203572857856751,8449837,0.01,0.0,2,0.0,0,28.804650000000034,UNSAT,,0.144,
150,28,4,0.02,0,1.0531769025802613,4980283,0.02,0.0,2,0.0,0,28.824650000000034,UNSAT,,0.119,
151,28,5,0.01,0,1.159002684402466,15753149,0.01,0.0,2,0.0,0,28.834650000000035,UNSAT,,0.162,
152,28,5,0.01,0,1.1196622479438783,13970987,0.01,0.0,2,0.0,0,28.844650000000037,UNSAT,,0.118,
153,37,2,0.02,0,1.0182004797935487,14656913,0.02,0.0,2,0.0,0,28.864650000000037,UNSAT,,0.174,
154,39,3,1.1047430861473084,1,1.1047430861473084,3334595,1.02,0.0,0,0.0,0,29.884650000000036,TIMEOUT,,1.86,
155,40,1,0.01,0,1.0091005194664002,1835372,0.01,0.0,2,0.0,0,29.894650000000038,UNSAT,,0.129,
156,37,5,0.02,0,1.017643355178833,13970987,0.02,0.0,2,0.0,0,29.914650000000037,UNSAT,,0.12,
157,38,3,0.32,0,1.1060433018684388,9751078,0.32,0.0,2,0.0,0,30.234650000000038,UNSAT,,0.623,
158,33,3,1.125543438243866,1,1.125543438243866,8435516,1.02,0.0,0,0.0,0,31.254650000000037,TIMEOUT,,1.899,
159,41,1,0.01,0,1.0091005194664002,15686777,0.01,0.0,2,0.0,0,31.26465000000004,UNSAT,,0.116,
160,42,3,0.26,0,1.1047430861473084,8482008,0.26,0.0,2,0.0,0,31.52465000000004,UNSAT,,0.477,
161,33,3,0.0,1,0.0,9751078,0.0,0.0,0,0.0,0,31.52465000000004,TIMEOUT,,0.0,
162,43,5,0.02,0,1.0267433155059815,15753149,0.02,0.0,2,0.0,0,31.54465000000004,UNSAT,,0.15,
163,44,5,0.02,0,1.0267433155059815,6750928,0.02,0.0,2,0.0,0,31.56465000000004,UNSAT,,0.111,
164,28,4,0.02,0,1.2755385864257813,16690468,0.02,0.0,2,0.0,0,31.58465000000004,UNSAT,,0.076,
165,28,3,1.1254194605827332,1,1.1254194605827332,13757434,1.02,0.0,0,0.0,0,32.60465000000004,TIMEOUT,,1.664,
166,45,5,0.0,0,1.0267433155059815,6750928,0.0,0.0,2,0.0,0,32.60465000000004,UNSAT,,0.127,
167,46,1,0.01,0,1.0091005194664002,1835372,0.01,0.0,2,0.0,0,32.61465000000004,UNSAT,,0.13,
168,28,2,0.0,1,0.0,8404473,0.0,0.0,0,0.0,0,32.61465000000004,TIMEOUT,,0.0,
169,47,3,1.1047430861473084,1,1.1047430861473084,13757434,1.02,0.0,0,0.0,0,33.63465000000004,TIMEOUT,,1.831,
170,45,2,0.01,0,1.0410433638572694,1917769,0.01,0.0,2,0.0,0,33.64465000000004,UNSAT,,0.116,
171,28,1,0.0,1,0.0,1835372,0.0,0.0,0,0.0,0,33.64465000000004,TIMEOUT,,0.0,
172,48,4,0.02,0,1.0351001847267152,165298,0.02,0.0,2,0.0,0,33.664650000000044,UNSAT,,0.089,
173,49,3,1.1047430861473084,1,1.1047430861473084,9751078,1.02,0.0,0,0.0,0,34.68465000000005,TIMEOUT,,1.43,
174,50,1,0.01,0,1.0091005194664002,5320365,0.01,0.0,2,0.0,0,34.694650000000046,UNSAT,,0.085,
175,51,2,0.01,0,1.015600048351288,14656913,0.01,0.0,2,0.0,0,34.70465000000004,UNSAT,,0.078,
176,45,1,0.01,0,1.03584327583313,5223200,0.01,0.0,2,0.0,0,34.71465000000004,UNSAT,,0.064,
177,52,3,1.1047430861473084,1,1.1047430861473084,13757434,1.02,0.0,0,0.0,0,35.734650000000045,TIMEOUT,,1.581,
178,53,2,0.01,0,1.015600048351288,8404473,0.01,0.0,2,0.0,0,35.74465000000004,UNSAT,,0.074,
179,48,5,0.02,0,1.0345430601119996,7163446,0.02,0.0,2,0.0,0,35.764650000000046,UNSAT,,0.155,
180,54,3,0.06,0,1.1047430861473084,13486015,0.06,0.0,2,0.0,0,35.82465000000005,UNSAT,,0.146,
181,51,5,0.02,0,1.028043531227112,13970987,0.02,0.0,2,0.0,0,35.84465000000005,UNSAT,,0.094,
182,55,2,0.01,0,1.015600048351288,14656913,0.01,0.0,2,0.0,0,35.85465000000005,UNSAT,,0.061,
183,53,5,0.01,0,1.028043531227112,12680961,0.01,0.0,2,0.0,0,35.86465000000005,UNSAT,,0.062,
184,48,2,0.02,0,1.0228434432029725,14371703,0.02,0.0,2,0.0,0,35.88465000000005,UNSAT,,0.083,
185,56,5,0.01,0,1.0267433155059815,8449837,0.01,0.0,2,0.0,0,35.89465000000005,UNSAT,,0.127,
186,54,2,0.01,0,1.0410433638572694,8404473,0.01,0.0,2,0.0,0,35.904650000000046,UNSAT,,0.115,
187,55,4,0.02,0,1.0364004004478455,5412823,0.02,0.0,2,0.0,0,35.92465000000005,UNSAT,,0.156,
188,57,4,0.02,0,1.0351001847267152,15375424,0.02,0.0,2,0.0,0,35.94465000000005,UNSAT,,0.075,
189,48,1,0.01,0,1.0046435225486756,5223200,0.01,0.0,2,0.0,0,35.95465000000005,UNSAT,,0.119,
190,54,3,0.06,0,1.1327860582351685,9751078,0.06,0.0,2,0.0,0,36.01465000000005,UNSAT,,0.185,
191,53,3,0.23,0,1.1184860098838807,1009110,0.23,0.0,2,0.0,0,36.24465000000005,UNSAT,,0.572,
192,57,5,0.02,0,1.0345430601119996,7163446,0.02,0.0,2,0.0,0,36.26465000000005,UNSAT,,0.124,
193,54,3,0.06,0,1.1595288146018983,3334595,0.06,0.0,2,0.0,0,36.324650000000055,UNSAT,,0.124,
194,53,2,0.0,1,0.0,8765092,0.0,0.0,0,0.0,0,36.324650000000055,TIMEOUT,,0.0,
195,55,3,0.26,0,1.1138430464744569,8482008,0.26,0.0,2,0.0,0,36.58465000000005,UNSAT,,0.613,
196,57,4,0.02,0,1.0417864549636842,16690468,0.02,0.0,2,0.0,0,36.604650000000056,UNSAT,,0.09,
197,55,5,0.0,1,0.0,8818930,0.0,0.0,0,0.0,0,36.604650000000056,TIMEOUT,,0.0,
198,54,4,0.02,0,1.0813430774688721,5412823,0.02,0.0,2,0.0,0,36.62465000000006,UNSAT,,0.066,
199,54,3,0.06,0,1.1194142926216126,1009110,0.06,0.0,2,0.0,0,36.68465000000006,UNSAT,,0.133,
200,56,3,0.44,0,1.1171857941627503,8435516,0.44,0.0,2,0.0,0,37.12465000000006,UNSAT,,0.838,
201,58,2,0.01,0,1.015600048351288,14371703,0.01,0.0,2,0.0,0,37.13465000000006,UNSAT,,0.109,
202,45,3,1.1262857544898988,1,1.1262857544898988,1009110,1.02,0.0,0,0.0,0,38.15465000000006,TIMEOUT,,1.79,
203,54,4,0.01,0,1.0963862169265748,16690468,0.01,0.0,2,0.0,0,38.16465000000006,UNSAT,,0.091,
204,59,3,0.25,0,1.1047430861473084,8482008,0.25,0.0,2,0.0,0,38.41465000000006,UNSAT,,0.392,
205,60,5,0.01,0,1.0267433155059815,7163446,0.01,0.0,2,0.0,0,38.42465000000006,UNSAT,,0.042,
206,54,1,0.0,0,1.0501433241844178,1835372,0.0,0.0,2,0.0,0,38.42465000000006,UNSAT,,0.152,
207,57,3,1.111986480998993,1,1.111986480998993,9751078,1.02,0.0,0,0.0,0,39.44465000000006,TIMEOUT,,1.691,
208,60,4,0.02,0,1.047542892742157,5412823,0.02,0.0,2,0.0,0,39.46465000000006,UNSAT,,0.049,
209,58,3,1.1060433018684388,1,1.1060433018684388,13486015,1.02,0.0,0,0.0,0,40.484650000000066,TIMEOUT,,1.492,
210,61,3,1.1047430861473084,1,1.1047430861473084,8482008,1.02,0.0,0,0.0,0,41.50465000000007,TIMEOUT,,1.641,
211,62,3,1.1047430861473084,1,1.1047430861473084,13757434,1.02,0.0,0,0.0,0,42.52465000000007,TIMEOUT,,1.491,
212,60,1,0.01,0,1.0293429720878602,11561724,0.01,0.0,2,0.0,0,42.53465000000007,UNSAT,,0.081,
213,54,5,0.01,0,1.1628715622901917,8449837,0.01,0.0,2,0.0,0,42.54465000000007,UNSAT,,0.122,
214,63,4,0.01,0,1.0351001847267152,4980283,0.01,0.0,2,0.0,0,42.554650000000066,UNSAT,,0.082,
215,54,5,0.01,0,1.082086168575287,13970987,0.01,0.0,2,0.0,0,42.564650000000064,UNSAT,,0.113,
216,54,4,0.02,0,1.1327860582351685,165298,0.02,0.0,2,0.0,0,42.58465000000007,UNSAT,,0.121,
217,54,1,0.0,0,1.0759577978134156,5320365,0.0,0.0,2,0.0,0,42.58465000000007,UNSAT,,0.123,
218,64,5,0.02,0,1.0267433155059815,7163446,0.02,0.0,2,0.0,0,42.60465000000007,UNSAT,,0.151,
219,22,1,0.01,0,5.0,884880,0.01,0.0,2,0.0,0,42.61465000000007,UNSAT,,0.144,
220,22,4,0.03,0,5.0,16279579,0.03,0.0,2,0.0,0,42.64465000000007,UNSAT,,0.091,
221,22,2,0.01,0,5.0,12062815,0.01,0.0,2,0.0,0,42.65465000000007,UNSAT,,0.122,
222,22,1,0.01,0,5.0,8399755,0.01,0.0,2,0.0,0,42.664650000000066,UNSAT,,0.14,
223,22,4,0.03,0,5.0,168780,0.03,0.0,2,0.0,0,42.69465000000007,UNSAT,,0.097,
224,22,3,0.08,0,5.0,7655102,0.08,0.0,2,0.0,0,42.774650000000065,UNSAT,,0.221,
225,22,5,0.02,0,5.0,266469,0.02,0.0,2,0.0,0,42.79465000000007,UNSAT,,0.098,
226,22,2,0.01,0,5.0,5605637,0.01,0.0,2,0.0,0,42.804650000000066,UNSAT,,0.081,
227,22,5,0.02,0,5.0,2980158,0.02,0.0,2,0.0,0,42.82465000000007,UNSAT,,0.123,
228,22,2,0.01,0,5.0,4366660,0.01,0.0,2,0.0,0,42.83465000000007,UNSAT,,0.078,
229,22,4,0.02,0,5.0,6499410,0.02,0.0,2,0.0,0,42.85465000000007,UNSAT,,0.122,
230,22,1,0.01,0,5.0,5569090,0.01,0.0,2,0.0,0,42.86465000000007,UNSAT,,0.089,
231,22,3,0.08,0,5.0,15643122,0.08,0.0,2,0.0,0,42.94465000000007,UNSAT,,0.307,
