1: sp-clause-activity-inc='1.0', sp-clause-decay='1.4', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='100', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.3', sp-learned-size-factor='0.4', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='1', sp-restart-inc='1.5', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0', sp-var-dec-heur='0', sp-variable-decay='1.4'
834: sp-clause-activity-inc='0.7767456015570551', sp-clause-decay='1.0056823853855725', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='2499', sp-learned-clause-sort-heur='6', sp-learned-clauses-inc='1.345364611438246', sp-learned-size-factor='1.1506571336672988', sp-max-res-lit-inc='3.5010846085128615', sp-max-res-runs='1', sp-orig-clause-sort-heur='12', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.36940237232482415', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.8502563196032913', sp-res-cutoff-cls='2', sp-res-cutoff-lits='456', sp-res-order-heur='14', sp-resolution='1', sp-restart-inc='1.3690963071310915', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.8688095479235337', sp-var-dec-heur='3', sp-variable-decay='1.5965834294218089'
835: sp-clause-activity-inc='1.460152218098553', sp-clause-decay='1.202503757877261', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='60', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.2249229892706839', sp-learned-size-factor='0.10972773995736416', sp-max-res-lit-inc='0.7542307322168598', sp-max-res-runs='4', sp-orig-clause-sort-heur='15', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.7434885887279826', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.4621931872324053', sp-res-cutoff-cls='10', sp-res-cutoff-lits='152', sp-res-order-heur='1', sp-resolution='1', sp-restart-inc='1.5461342617102165', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.1530937998845139', sp-var-dec-heur='15', sp-variable-decay='1.272689367979918'
836: sp-clause-activity-inc='1.0872448688717642', sp-clause-decay='1.4207690936186466', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='1558', sp-learned-clause-sort-heur='5', sp-learned-clauses-inc='1.2022799310864434', sp-learned-size-factor='0.7568286184645512', sp-max-res-lit-inc='3.057386194895274', sp-max-res-runs='1', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.5976642518605667', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.7157107578082968', sp-res-cutoff-cls='3', sp-res-cutoff-lits='567', sp-res-order-heur='0', sp-resolution='2', sp-restart-inc='1.3451723317180557', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.5654240922526428', sp-var-dec-heur='0', sp-variable-decay='1.2993192081444676'
837: sp-clause-activity-inc='0.8326792078744841', sp-clause-decay='1.4610370329330782', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='1069', sp-learned-clause-sort-heur='12', sp-learned-clauses-inc='1.1004893738086317', sp-learned-size-factor='1.098035021065028', sp-max-res-lit-inc='2.8368425991483233', sp-max-res-runs='4', sp-orig-clause-sort-heur='14', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.779921024688132', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.5138855913715161', sp-res-cutoff-cls='2', sp-res-cutoff-lits='173', sp-res-order-heur='3', sp-resolution='0', sp-restart-inc='1.3081722190004563', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.333832499831256', sp-var-dec-heur='4', sp-variable-decay='1.1787097447012267'
838: sp-clause-activity-inc='1.3339580750066156', sp-clause-decay='1.000781749028157', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='1494', sp-learned-clause-sort-heur='1', sp-learned-clauses-inc='1.280912725477346', sp-learned-size-factor='0.5375823169828213', sp-max-res-lit-inc='2.6055615275821955', sp-max-res-runs='18', sp-orig-clause-sort-heur='10', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.083217154964647', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.8184147499840733', sp-res-cutoff-cls='2', sp-res-cutoff-lits='185', sp-res-order-heur='17', sp-resolution='0', sp-restart-inc='1.4086551602822934', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.589944300478268', sp-var-dec-heur='16', sp-variable-decay='1.9935592919046705'
839: sp-clause-activity-inc='0.7029737062971727', sp-clause-decay='1.0219332983857972', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='41', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.481587478809929', sp-learned-size-factor='0.27291483382225357', sp-max-res-lit-inc='3.5386393741257174', sp-max-res-runs='5', sp-orig-clause-sort-heur='11', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.7633264405386859', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.5184710396320321', sp-res-cutoff-cls='3', sp-res-cutoff-lits='132', sp-res-order-heur='0', sp-resolution='2', sp-restart-inc='1.6091194586742992', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.9439238057516117', sp-var-dec-heur='10', sp-variable-decay='1.2773754842776865'
840: sp-clause-activity-inc='1.3339580750066156', sp-clause-decay='1.0241795845939266', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='1494', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.160916358839126', sp-learned-size-factor='0.5375823169828213', sp-max-res-lit-inc='1.0018775132478388', sp-max-res-runs='18', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.083217154964647', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.8184147499840733', sp-res-cutoff-cls='2', sp-res-cutoff-lits='185', sp-res-order-heur='17', sp-resolution='2', sp-restart-inc='1.4086551602822934', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.8254596847911548', sp-var-dec-heur='16', sp-variable-decay='1.9759695102883572'
841: sp-clause-activity-inc='1.0147280138516321', sp-clause-decay='1.8132337268328518', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='2404', sp-learned-clause-sort-heur='14', sp-learned-clauses-inc='1.4443741187967682', sp-learned-size-factor='0.5693832133989952', sp-max-res-lit-inc='2.7799275019798486', sp-max-res-runs='1', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.39278045857521515', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='1.065917835511739', sp-res-cutoff-cls='12', sp-res-cutoff-lits='1017', sp-res-order-heur='17', sp-resolution='1', sp-restart-inc='1.7939655471527796', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0930878980044558', sp-var-dec-heur='10', sp-variable-decay='1.3354236831513102'
842: sp-clause-activity-inc='0.5189729369550048', sp-clause-decay='1.185584668317425', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='126', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.2822817118370775', sp-learned-size-factor='0.23254188701679931', sp-max-res-lit-inc='1.0788486883005108', sp-max-res-runs='6', sp-orig-clause-sort-heur='17', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.6036896108413987', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.551507208908188', sp-res-cutoff-cls='4', sp-res-cutoff-lits='222', sp-res-order-heur='5', sp-resolution='0', sp-restart-inc='1.1976991866950326', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.3190280857996495', sp-var-dec-heur='6', sp-variable-decay='1.365846140900005'
843: sp-clause-activity-inc='0.9476189960757615', sp-clause-decay='1.4081484513618079', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1494', sp-learned-clause-sort-heur='14', sp-learned-clauses-inc='1.170492358002733', sp-learned-size-factor='1.160370013743942', sp-max-res-lit-inc='0.9064278458474211', sp-max-res-runs='5', sp-orig-clause-sort-heur='14', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='1.0594348360896286', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='1.0323371170209579', sp-res-cutoff-cls='5', sp-res-cutoff-lits='908', sp-res-order-heur='3', sp-resolution='0', sp-restart-inc='1.616989619545057', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.0611531588705896', sp-var-dec-heur='17', sp-variable-decay='1.1056005658573078'
844: sp-clause-activity-inc='1.3339580750066156', sp-clause-decay='1.0745103175381732', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='1494', sp-learned-clause-sort-heur='1', sp-learned-clauses-inc='1.1262780424384407', sp-learned-size-factor='0.5375823169828213', sp-max-res-lit-inc='1.0512909158055415', sp-max-res-runs='18', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='1.083217154964647', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.8184147499840733', sp-res-cutoff-cls='2', sp-res-cutoff-lits='185', sp-res-order-heur='17', sp-resolution='0', sp-restart-inc='1.515195649214038', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7979292570845347', sp-var-dec-heur='16', sp-variable-decay='1.9612920147155806'
845: sp-clause-activity-inc='0.6026233060783934', sp-clause-decay='1.5273146943652367', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1346', sp-learned-clause-sort-heur='13', sp-learned-clauses-inc='1.1591227165935365', sp-learned-size-factor='0.39894178659834467', sp-max-res-lit-inc='2.218561199713899', sp-max-res-runs='2', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='4', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.31913665654480555', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.8050462736289317', sp-res-cutoff-cls='7', sp-res-cutoff-lits='1170', sp-res-order-heur='10', sp-resolution='1', sp-restart-inc='1.1491411994667786', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.6067932438141511', sp-var-dec-heur='5', sp-variable-decay='1.7099623209965502'
846: sp-clause-activity-inc='1.1958335411229464', sp-clause-decay='1.3807180596919204', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='646', sp-learned-clause-sort-heur='13', sp-learned-clauses-inc='1.1239953052753313', sp-learned-size-factor='0.19518334127860623', sp-max-res-lit-inc='0.29512551503805873', sp-max-res-runs='21', sp-orig-clause-sort-heur='7', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.8780577916224626', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.694479060547863', sp-res-cutoff-cls='2', sp-res-cutoff-lits='782', sp-res-order-heur='0', sp-resolution='2', sp-restart-inc='1.480439387030778', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.5610629701357164', sp-var-dec-heur='13', sp-variable-decay='1.0546797119039573'
847: sp-clause-activity-inc='0.7078508225594184', sp-clause-decay='1.181546634155613', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='245', sp-learned-clause-sort-heur='8', sp-learned-clauses-inc='1.11603147130878', sp-learned-size-factor='1.1010422250854046', sp-max-res-lit-inc='2.3166641344380707', sp-max-res-runs='1', sp-orig-clause-sort-heur='14', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0338148379195933', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.8165601726816583', sp-res-cutoff-cls='3', sp-res-cutoff-lits='240', sp-res-order-heur='3', sp-resolution='0', sp-restart-inc='1.470146204296037', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.9509802055417915', sp-var-dec-heur='1', sp-variable-decay='1.8199762920584495'
848: sp-clause-activity-inc='1.4636273889287112', sp-clause-decay='1.6748535997340468', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='1918', sp-learned-clause-sort-heur='12', sp-learned-clauses-inc='1.4808795730518067', sp-learned-size-factor='0.14562285412845405', sp-max-res-lit-inc='0.35927572253974444', sp-max-res-runs='4', sp-orig-clause-sort-heur='14', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0451738013004657', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.9644708939407154', sp-res-cutoff-cls='5', sp-res-cutoff-lits='402', sp-res-order-heur='0', sp-resolution='2', sp-restart-inc='1.6992549269911366', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.2713311431074337', sp-var-dec-heur='5', sp-variable-decay='1.0519471083563567'
849: sp-clause-activity-inc='1.3339580750066156', sp-clause-decay='1.000781749028157', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='1494', sp-learned-clause-sort-heur='1', sp-learned-clauses-inc='1.160916358839126', sp-learned-size-factor='0.5375823169828213', sp-max-res-lit-inc='0.6246135367794228', sp-max-res-runs='18', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.083217154964647', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.8184147499840733', sp-res-cutoff-cls='2', sp-res-cutoff-lits='185', sp-res-order-heur='11', sp-resolution='2', sp-restart-inc='1.4086551602822934', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.6795230125294769', sp-var-dec-heur='16', sp-variable-decay='1.720306167450567'
850: sp-clause-activity-inc='1.0', sp-clause-decay='1.4961153860747298', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='30', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.450104720681431', sp-learned-size-factor='0.7774104320222142', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='8', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='2', sp-res-cutoff-lits='400', sp-res-order-heur='19', sp-resolution='1', sp-restart-inc='1.3400887484184802', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.1987817620403292', sp-var-dec-heur='6', sp-variable-decay='1.0152421721128386'
851: sp-clause-activity-inc='0.8381142684079593', sp-clause-decay='1.8187925876998534', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='1118', sp-learned-clause-sort-heur='8', sp-learned-clauses-inc='1.4645185343224558', sp-learned-size-factor='1.1736014619257127', sp-max-res-lit-inc='1.953340805347002', sp-max-res-runs='4', sp-orig-clause-sort-heur='11', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.6356387894578286', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.8513270963223514', sp-res-cutoff-cls='2', sp-res-cutoff-lits='101', sp-res-order-heur='18', sp-resolution='1', sp-restart-inc='1.2569814085532678', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7973877501563054', sp-var-dec-heur='0', sp-variable-decay='1.4735831620732007'
852: sp-clause-activity-inc='1.1006319620097549', sp-clause-decay='1.5577685465231788', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='2467', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.3618279427153768', sp-learned-size-factor='0.3519018574581894', sp-max-res-lit-inc='3.2144131895354606', sp-max-res-runs='20', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.5682286922052333', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.9818472889997278', sp-res-cutoff-cls='7', sp-res-cutoff-lits='1064', sp-res-order-heur='16', sp-resolution='1', sp-restart-inc='1.2354935168797816', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.8154906088435647', sp-var-dec-heur='3', sp-variable-decay='1.2480258041431678'
853: sp-clause-activity-inc='0.6881928932791082', sp-clause-decay='1.1944964918766434', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='354', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.1695049567742117', sp-learned-size-factor='1.2327063440423018', sp-max-res-lit-inc='0.4048659251944492', sp-max-res-runs='1', sp-orig-clause-sort-heur='7', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.8877950188503549', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.4709640544958251', sp-res-cutoff-cls='9', sp-res-cutoff-lits='264', sp-res-order-heur='2', sp-resolution='0', sp-restart-inc='1.5176291370113597', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.6868127622363983', sp-var-dec-heur='1', sp-variable-decay='1.317716136995724'
854: sp-clause-activity-inc='0.9796988932918077', sp-clause-decay='1.0280915624239724', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='42', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.1132366204197144', sp-learned-size-factor='0.11655650100589696', sp-max-res-lit-inc='0.423396158463497', sp-max-res-runs='27', sp-orig-clause-sort-heur='9', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.838212202219546', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7977219452068698', sp-res-cutoff-cls='2', sp-res-cutoff-lits='442', sp-res-order-heur='10', sp-resolution='0', sp-restart-inc='1.1052352411690571', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7137430405861148', sp-var-dec-heur='16', sp-variable-decay='1.0084891628694674'
855: sp-clause-activity-inc='1.04661140048791', sp-clause-decay='1.8339989037435502', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='669', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.1027021879029675', sp-learned-size-factor='0.10798867771136046', sp-max-res-lit-inc='3.4160787650656945', sp-max-res-runs='3', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.6172618309363789', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7600457373621033', sp-res-cutoff-cls='10', sp-res-cutoff-lits='1118', sp-res-order-heur='14', sp-resolution='2', sp-restart-inc='1.7169627066784194', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.8155676937460147', sp-var-dec-heur='16', sp-variable-decay='1.0215028927028973'
856: sp-clause-activity-inc='1.3762894389615616', sp-clause-decay='1.0711725419036935', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='175', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.305298449036458', sp-learned-size-factor='0.6901364466025343', sp-max-res-lit-inc='0.4039099394191339', sp-max-res-runs='9', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.9041476519969398', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.91345642230404', sp-res-cutoff-cls='12', sp-res-cutoff-lits='138', sp-res-order-heur='10', sp-resolution='1', sp-restart-inc='1.8505396579349251', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.6865840260033756', sp-var-dec-heur='19', sp-variable-decay='1.9419295535806922'
857: sp-clause-activity-inc='1.2395072279318518', sp-clause-decay='1.3474054754507332', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='27', sp-learned-clause-sort-heur='13', sp-learned-clauses-inc='1.284137753053513', sp-learned-size-factor='0.4253422090357047', sp-max-res-lit-inc='0.3747110945631622', sp-max-res-runs='4', sp-orig-clause-sort-heur='7', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.75009582325963', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.5773457296578342', sp-res-cutoff-cls='10', sp-res-cutoff-lits='107', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.475809277493986', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.3571281398641628', sp-var-dec-heur='6', sp-variable-decay='1.1160383661152224'
858: sp-clause-activity-inc='0.9796988932918077', sp-clause-decay='1.0280915624239724', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='25', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.1012933992649145', sp-learned-size-factor='0.11655650100589696', sp-max-res-lit-inc='0.423396158463497', sp-max-res-runs='27', sp-orig-clause-sort-heur='8', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.838212202219546', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7977219452068698', sp-res-cutoff-cls='2', sp-res-cutoff-lits='442', sp-res-order-heur='6', sp-resolution='2', sp-restart-inc='1.1302171525458942', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7137430405861148', sp-var-dec-heur='16', sp-variable-decay='1.04024190902348'
859: sp-clause-activity-inc='0.9212771291613748', sp-clause-decay='1.724194641740349', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='42', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.1045480962449559', sp-learned-size-factor='0.3228884426435423', sp-max-res-lit-inc='0.4890552180046725', sp-max-res-runs='16', sp-orig-clause-sort-heur='10', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.8242068104625826', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.6225674929484395', sp-res-cutoff-cls='11', sp-res-cutoff-lits='509', sp-res-order-heur='8', sp-resolution='0', sp-restart-inc='1.6800948414598849', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.4128327467079589', sp-var-dec-heur='7', sp-variable-decay='1.4598136395102745'
860: sp-clause-activity-inc='0.6160416473692863', sp-clause-decay='1.3382190699817162', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='2109', sp-learned-clause-sort-heur='3', sp-learned-clauses-inc='1.125453138381332', sp-learned-size-factor='0.17746349304674125', sp-max-res-lit-inc='1.8140118444464834', sp-max-res-runs='15', sp-orig-clause-sort-heur='3', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.44137114763947805', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.39277860848521795', sp-res-cutoff-cls='8', sp-res-cutoff-lits='107', sp-res-order-heur='2', sp-resolution='2', sp-restart-inc='1.2009744494964008', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.9144952266761507', sp-var-dec-heur='17', sp-variable-decay='1.4633442672735526'
861: sp-clause-activity-inc='1.3387883857522522', sp-clause-decay='1.2841439843971785', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='42', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.1132366204197144', sp-learned-size-factor='0.11655650100589696', sp-max-res-lit-inc='0.423396158463497', sp-max-res-runs='31', sp-orig-clause-sort-heur='9', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.838212202219546', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7977219452068698', sp-res-cutoff-cls='2', sp-res-cutoff-lits='442', sp-res-order-heur='10', sp-resolution='0', sp-restart-inc='1.1049633437535298', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7137430405861148', sp-var-dec-heur='16', sp-variable-decay='1.0000963417947175'
862: sp-clause-activity-inc='0.5147557211936461', sp-clause-decay='1.947406053845438', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='244', sp-learned-clause-sort-heur='1', sp-learned-clauses-inc='1.1902898291337902', sp-learned-size-factor='0.17827731396493685', sp-max-res-lit-inc='1.852728859219436', sp-max-res-runs='1', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.8393902807699689', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='1.0642628687542133', sp-res-cutoff-cls='3', sp-res-cutoff-lits='194', sp-res-order-heur='15', sp-resolution='1', sp-restart-inc='1.7333438157616041', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.8836926897619818', sp-var-dec-heur='0', sp-variable-decay='1.2788666852654953'
863: sp-clause-activity-inc='0.9796988932918077', sp-clause-decay='1.0280915624239724', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='42', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.1132366204197144', sp-learned-size-factor='0.11655650100589696', sp-max-res-lit-inc='0.423396158463497', sp-max-res-runs='29', sp-orig-clause-sort-heur='9', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.838212202219546', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7977219452068698', sp-res-cutoff-cls='2', sp-res-cutoff-lits='442', sp-res-order-heur='10', sp-resolution='2', sp-restart-inc='1.1541090268348548', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7137430405861148', sp-var-dec-heur='16', sp-variable-decay='1.1519618249386379'
864: sp-clause-activity-inc='1.2500440399029', sp-clause-decay='1.7165150425913396', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='1421', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.3328761062539443', sp-learned-size-factor='0.27586067800766767', sp-max-res-lit-inc='1.0316149844761096', sp-max-res-runs='5', sp-orig-clause-sort-heur='18', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.4138399385217708', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.9874930108938325', sp-res-cutoff-cls='9', sp-res-cutoff-lits='145', sp-res-order-heur='4', sp-resolution='2', sp-restart-inc='1.3070901417766827', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7082110446769228', sp-var-dec-heur='18', sp-variable-decay='1.3452613299929372'
