1: sp-clause-activity-inc='1.0', sp-clause-decay='1.4', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='100', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.3', sp-learned-size-factor='0.4', sp-max-res-lit-inc='1.0', sp-max-res-runs='4', sp-orig-clause-sort-heur='0', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0', sp-res-cutoff-cls='8', sp-res-cutoff-lits='400', sp-res-order-heur='0', sp-resolution='1', sp-restart-inc='1.5', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0', sp-var-dec-heur='0', sp-variable-decay='1.4'
108: sp-clause-activity-inc='1.447258139752683', sp-clause-decay='1.1001932024927672', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='28', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.1649296309427233', sp-learned-size-factor='0.3000683617279955', sp-max-res-lit-inc='0.9169274452183794', sp-max-res-runs='4', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.4796295563871807', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.4338305998497678', sp-res-cutoff-cls='5', sp-res-cutoff-lits='833', sp-res-order-heur='15', sp-resolution='1', sp-restart-inc='1.416948986946952', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.8075380729151409', sp-var-dec-heur='18', sp-variable-decay='1.5285030111841436'
109: sp-clause-activity-inc='0.8760986762217192', sp-clause-decay='1.0469948300261067', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='176', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.475994651191824', sp-learned-size-factor='0.1869262203480758', sp-max-res-lit-inc='2.577449338300713', sp-max-res-runs='12', sp-orig-clause-sort-heur='10', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.6148870230415949', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.4043625279359927', sp-res-cutoff-cls='20', sp-res-cutoff-lits='561', sp-res-order-heur='13', sp-resolution='2', sp-restart-inc='1.2093776860508745', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.0732589097944314', sp-var-dec-heur='11', sp-variable-decay='1.4065477601659366'
110: sp-clause-activity-inc='1.2205461671842768', sp-clause-decay='1.5573203462878693', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='1681', sp-learned-clause-sort-heur='10', sp-learned-clauses-inc='1.106829680350051', sp-learned-size-factor='0.5279550217763886', sp-max-res-lit-inc='2.5823041194563934', sp-max-res-runs='8', sp-orig-clause-sort-heur='12', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.983512727703165', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.6025130312363882', sp-res-cutoff-cls='2', sp-res-cutoff-lits='374', sp-res-order-heur='5', sp-resolution='2', sp-restart-inc='1.4706399490738347', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.4385671397265936', sp-var-dec-heur='15', sp-variable-decay='1.429623853716182'
111: sp-clause-activity-inc='1.4916228812159633', sp-clause-decay='1.472165919394424', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='36', sp-learned-clause-sort-heur='4', sp-learned-clauses-inc='1.257754110691221', sp-learned-size-factor='0.17448675675714448', sp-max-res-lit-inc='1.7058962841635419', sp-max-res-runs='3', sp-orig-clause-sort-heur='3', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.9253643383371191', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='1.0189746233042027', sp-res-cutoff-cls='5', sp-res-cutoff-lits='222', sp-res-order-heur='17', sp-resolution='2', sp-restart-inc='1.7735984450174997', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.5309553916719987', sp-var-dec-heur='8', sp-variable-decay='1.1014982253390468'
112: sp-clause-activity-inc='1.1634371426191337', sp-clause-decay='1.1077928445748324', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='375', sp-learned-clause-sort-heur='4', sp-learned-clauses-inc='1.4515469073580196', sp-learned-size-factor='1.1966727639565315', sp-max-res-lit-inc='2.127849916006475', sp-max-res-runs='1', sp-orig-clause-sort-heur='14', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.497325912221267', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='1.020151585217732', sp-res-cutoff-cls='16', sp-res-cutoff-lits='658', sp-res-order-heur='3', sp-resolution='1', sp-restart-inc='1.388456456379581', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.7084675100582383', sp-var-dec-heur='5', sp-variable-decay='1.290845491504972'
113: sp-clause-activity-inc='0.9996884307150959', sp-clause-decay='1.0184922752726047', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='2867', sp-learned-clause-sort-heur='13', sp-learned-clauses-inc='1.4768306043898178', sp-learned-size-factor='0.6926930473742664', sp-max-res-lit-inc='1.1268002792886962', sp-max-res-runs='28', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.3835237111654311', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='1.0121692231438941', sp-res-cutoff-cls='6', sp-res-cutoff-lits='708', sp-res-order-heur='5', sp-resolution='0', sp-restart-inc='1.1257638842922868', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.2451772472572902', sp-var-dec-heur='16', sp-variable-decay='1.5000224575148102'
114: sp-clause-activity-inc='0.5870828073606227', sp-clause-decay='1.0018579364010998', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='45', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.4083032926977674', sp-learned-size-factor='0.16746692211727784', sp-max-res-lit-inc='2.253432905619253', sp-max-res-runs='7', sp-orig-clause-sort-heur='6', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.33204809645861066', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.8646854440860676', sp-res-cutoff-cls='17', sp-res-cutoff-lits='546', sp-res-order-heur='1', sp-resolution='0', sp-restart-inc='1.2375856554435152', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.9035143795148715', sp-var-dec-heur='15', sp-variable-decay='1.3579329137401017'
115: sp-clause-activity-inc='1.0692292693332164', sp-clause-decay='1.5673560171327796', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='611', sp-learned-clause-sort-heur='1', sp-learned-clauses-inc='1.4009287693957742', sp-learned-size-factor='0.4728274361257946', sp-max-res-lit-inc='0.734440986104615', sp-max-res-runs='12', sp-orig-clause-sort-heur='3', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.9536009873494866', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.7686182225252708', sp-res-cutoff-cls='3', sp-res-cutoff-lits='166', sp-res-order-heur='5', sp-resolution='0', sp-restart-inc='1.2676977413027792', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.8265220712691932', sp-var-dec-heur='12', sp-variable-decay='1.999147816352809'
116: sp-clause-activity-inc='0.6937625466288497', sp-clause-decay='1.6194376604838263', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='3043', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.1279523663703939', sp-learned-size-factor='0.8702491844683471', sp-max-res-lit-inc='1.255375333029321', sp-max-res-runs='2', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='3', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.4296517337163541', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.5861028096000007', sp-res-cutoff-cls='3', sp-res-cutoff-lits='489', sp-res-order-heur='14', sp-resolution='0', sp-restart-inc='1.352833685920064', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.605199032340155', sp-var-dec-heur='1', sp-variable-decay='1.3961711998027828'
117: sp-clause-activity-inc='1.3584452899315642', sp-clause-decay='1.8935120424319027', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='1982', sp-learned-clause-sort-heur='13', sp-learned-clauses-inc='1.2913334563024343', sp-learned-size-factor='0.9100723320095584', sp-max-res-lit-inc='0.5043793688968752', sp-max-res-runs='3', sp-orig-clause-sort-heur='3', sp-phase-dec-heur='4', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.4343930277024376', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.640552040622046', sp-res-cutoff-cls='6', sp-res-cutoff-lits='129', sp-res-order-heur='1', sp-resolution='0', sp-restart-inc='1.1367621928768044', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.440509328880714', sp-var-dec-heur='17', sp-variable-decay='1.132689739073402'
118: sp-clause-activity-inc='0.5870828073606227', sp-clause-decay='1.1965039662224344', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='45', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.4067492037375842', sp-learned-size-factor='0.16746692211727784', sp-max-res-lit-inc='2.253432905619253', sp-max-res-runs='7', sp-orig-clause-sort-heur='5', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.33204809645861066', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.8646854440860676', sp-res-cutoff-cls='17', sp-res-cutoff-lits='546', sp-res-order-heur='1', sp-resolution='0', sp-restart-inc='1.2375856554435152', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.2503509394400927', sp-var-dec-heur='15', sp-variable-decay='1.3579329137401017'
119: sp-clause-activity-inc='1.0328526772350939', sp-clause-decay='1.3162263378223187', sp-clause-del-heur='0', sp-clause-inversion='0', sp-first-restart='538', sp-learned-clause-sort-heur='2', sp-learned-clauses-inc='1.2540948077224534', sp-learned-size-factor='0.306342735522018', sp-max-res-lit-inc='2.062819223083694', sp-max-res-runs='5', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.3456934147913505', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.7552744492071395', sp-res-cutoff-cls='2', sp-res-cutoff-lits='391', sp-res-order-heur='12', sp-resolution='1', sp-restart-inc='1.3326132830983457', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.8134478223766594', sp-var-dec-heur='6', sp-variable-decay='1.7849107025363555'
120: sp-clause-activity-inc='0.7701324041791648', sp-clause-decay='1.1139315800948384', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='548', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.4115715903374635', sp-learned-size-factor='0.1983485064433716', sp-max-res-lit-inc='2.0912211041905984', sp-max-res-runs='2', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.9440681326947258', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.810722215548348', sp-res-cutoff-cls='3', sp-res-cutoff-lits='1245', sp-res-order-heur='0', sp-resolution='1', sp-restart-inc='1.7418880189485864', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.6923993791143546', sp-var-dec-heur='1', sp-variable-decay='1.0302881097027596'
121: sp-clause-activity-inc='1.118228376203827', sp-clause-decay='1.7684335879827113', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='126', sp-learned-clause-sort-heur='11', sp-learned-clauses-inc='1.219939028435011', sp-learned-size-factor='1.0998012374209183', sp-max-res-lit-inc='1.9721929601098465', sp-max-res-runs='5', sp-orig-clause-sort-heur='18', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.6852431119935363', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.5867194406215308', sp-res-cutoff-cls='13', sp-res-cutoff-lits='860', sp-res-order-heur='10', sp-resolution='2', sp-restart-inc='1.7055564759597666', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.4431036856419759', sp-var-dec-heur='10', sp-variable-decay='1.8695888604659943'
122: sp-clause-activity-inc='1.1705098509880614', sp-clause-decay='1.7027512242696141', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='425', sp-learned-clause-sort-heur='8', sp-learned-clauses-inc='1.260818489926041', sp-learned-size-factor='0.6581404809992497', sp-max-res-lit-inc='2.770695467630021', sp-max-res-runs='2', sp-orig-clause-sort-heur='1', sp-phase-dec-heur='4', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='1.0876900977652109', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='1.0121542422419707', sp-res-cutoff-cls='5', sp-res-cutoff-lits='360', sp-res-order-heur='10', sp-resolution='0', sp-restart-inc='1.6244631621194578', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.2299806587040942', sp-var-dec-heur='11', sp-variable-decay='1.1453718701950026'
123: sp-clause-activity-inc='0.9473843884914799', sp-clause-decay='1.424526923012122', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='618', sp-learned-clause-sort-heur='10', sp-learned-clauses-inc='1.3921634998532026', sp-learned-size-factor='0.7517830477968546', sp-max-res-lit-inc='0.35477393490115827', sp-max-res-runs='11', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='6', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.5800030019624469', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.8156921038057359', sp-res-cutoff-cls='2', sp-res-cutoff-lits='486', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.376370542943115', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.9022237564353925', sp-var-dec-heur='9', sp-variable-decay='1.1446327620450278'
124: sp-clause-activity-inc='0.7617861339624739', sp-clause-decay='1.7141069959270256', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='51', sp-learned-clause-sort-heur='3', sp-learned-clauses-inc='1.4682734555291617', sp-learned-size-factor='0.7762213938064084', sp-max-res-lit-inc='2.1172969253323664', sp-max-res-runs='24', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0673283031781275', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.8310337042858476', sp-res-cutoff-cls='2', sp-res-cutoff-lits='1493', sp-res-order-heur='11', sp-resolution='0', sp-restart-inc='1.777192597241256', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.3314118644187376', sp-var-dec-heur='16', sp-variable-decay='1.0198498692078224'
125: sp-clause-activity-inc='1.129392227591345', sp-clause-decay='1.768147593352261', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='749', sp-learned-clause-sort-heur='11', sp-learned-clauses-inc='1.45359513624506', sp-learned-size-factor='0.11540949438369492', sp-max-res-lit-inc='0.4014403570545485', sp-max-res-runs='3', sp-orig-clause-sort-heur='2', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.5039118428046295', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.49196520914230646', sp-res-cutoff-cls='6', sp-res-cutoff-lits='328', sp-res-order-heur='8', sp-resolution='2', sp-restart-inc='1.3405481463081756', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.8826422801874886', sp-var-dec-heur='13', sp-variable-decay='1.3477737087370236'
126: sp-clause-activity-inc='1.1917135446401828', sp-clause-decay='1.5965919464112817', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='40', sp-learned-clause-sort-heur='7', sp-learned-clauses-inc='1.1175740030080084', sp-learned-size-factor='0.8866180356683455', sp-max-res-lit-inc='0.3965892130260173', sp-max-res-runs='4', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.43163078307751845', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.8102475699241636', sp-res-cutoff-cls='2', sp-res-cutoff-lits='154', sp-res-order-heur='19', sp-resolution='0', sp-restart-inc='1.8103792473539229', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.4848617117119889', sp-var-dec-heur='19', sp-variable-decay='1.9572847922950647'
127: sp-clause-activity-inc='1.1758065126940056', sp-clause-decay='1.034955428028648', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='506', sp-learned-clause-sort-heur='0', sp-learned-clauses-inc='1.4287310959608759', sp-learned-size-factor='0.10722356185609991', sp-max-res-lit-inc='0.782354241293999', sp-max-res-runs='12', sp-orig-clause-sort-heur='7', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.5305142291569106', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.3859833583387665', sp-res-cutoff-cls='3', sp-res-cutoff-lits='313', sp-res-order-heur='7', sp-resolution='1', sp-restart-inc='1.633457144190145', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.3223426363327198', sp-var-dec-heur='2', sp-variable-decay='1.3867519526269743'
128: sp-clause-activity-inc='0.5870828073606227', sp-clause-decay='1.0275980049527242', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='45', sp-learned-clause-sort-heur='17', sp-learned-clauses-inc='1.4211581962115687', sp-learned-size-factor='0.16746692211727784', sp-max-res-lit-inc='2.253432905619253', sp-max-res-runs='7', sp-orig-clause-sort-heur='6', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.005', sp-rand-phase-scaling='0.33204809645861066', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.8646854440860676', sp-res-cutoff-cls='17', sp-res-cutoff-lits='546', sp-res-order-heur='1', sp-resolution='0', sp-restart-inc='1.2375856554435152', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.3074875329202635', sp-var-dec-heur='15', sp-variable-decay='1.3579329137401017'
129: sp-clause-activity-inc='0.9214641306404339', sp-clause-decay='1.8774791606617904', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='363', sp-learned-clause-sort-heur='2', sp-learned-clauses-inc='1.4902773039896033', sp-learned-size-factor='0.29018416702142535', sp-max-res-lit-inc='1.631682888905532', sp-max-res-runs='3', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.4226071867546756', sp-rand-var-dec-freq='0.005', sp-rand-var-dec-scaling='0.31769414170081683', sp-res-cutoff-cls='4', sp-res-cutoff-lits='1222', sp-res-order-heur='17', sp-resolution='0', sp-restart-inc='1.1672530809161767', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.5578125705383703', sp-var-dec-heur='16', sp-variable-decay='1.820058997211726'
130: sp-clause-activity-inc='0.9865050987449148', sp-clause-decay='1.031926238380027', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='2628', sp-learned-clause-sort-heur='11', sp-learned-clauses-inc='1.3141866590012057', sp-learned-size-factor='1.0654427038576746', sp-max-res-lit-inc='0.8846349436165099', sp-max-res-runs='2', sp-orig-clause-sort-heur='16', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='0.8924794728953862', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='1.0179307957103738', sp-res-cutoff-cls='2', sp-res-cutoff-lits='149', sp-res-order-heur='8', sp-resolution='1', sp-restart-inc='1.4186674173751124', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.0719351491829752', sp-var-dec-heur='5', sp-variable-decay='1.9837131690580432'
131: sp-clause-activity-inc='0.8739327809663253', sp-clause-decay='1.2077980939236068', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='29', sp-learned-clause-sort-heur='1', sp-learned-clauses-inc='1.4060696489167406', sp-learned-size-factor='0.16313341354260977', sp-max-res-lit-inc='2.277639776094788', sp-max-res-runs='4', sp-orig-clause-sort-heur='9', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.7890411870488476', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='1.0919313497125', sp-res-cutoff-cls='2', sp-res-cutoff-lits='478', sp-res-order-heur='9', sp-resolution='2', sp-restart-inc='1.7429962964582377', sp-update-dec-queue='0', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.6605815680181695', sp-var-dec-heur='19', sp-variable-decay='1.7520609482877978'
132: sp-clause-activity-inc='0.6247542454670862', sp-clause-decay='1.5792673106953983', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='493', sp-learned-clause-sort-heur='11', sp-learned-clauses-inc='1.4927595502837625', sp-learned-size-factor='1.2510667301697662', sp-max-res-lit-inc='0.8931364786186864', sp-max-res-runs='11', sp-orig-clause-sort-heur='4', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0', sp-rand-phase-scaling='1.083951303676227', sp-rand-var-dec-freq='0.01', sp-rand-var-dec-scaling='0.808742937651417', sp-res-cutoff-cls='8', sp-res-cutoff-lits='459', sp-res-order-heur='9', sp-resolution='2', sp-restart-inc='1.4021529459324864', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='0.5834082796268415', sp-var-dec-heur='15', sp-variable-decay='1.0771176274357654'
133: sp-clause-activity-inc='1.2381561638850955', sp-clause-decay='1.9048794344873212', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='391', sp-learned-clause-sort-heur='11', sp-learned-clauses-inc='1.35207937090487', sp-learned-size-factor='0.10772835392002543', sp-max-res-lit-inc='1.425086025250617', sp-max-res-runs='9', sp-orig-clause-sort-heur='1', sp-phase-dec-heur='5', sp-rand-phase-dec-freq='0.0001', sp-rand-phase-scaling='0.7811224227535997', sp-rand-var-dec-freq='0', sp-rand-var-dec-scaling='0.48873023149635647', sp-res-cutoff-cls='5', sp-res-cutoff-lits='330', sp-res-order-heur='18', sp-resolution='0', sp-restart-inc='1.1104793302234435', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.8804634536811816', sp-var-dec-heur='1', sp-variable-decay='1.3013959713260963'
134: sp-clause-activity-inc='0.7617861339624739', sp-clause-decay='1.7720292392458235', sp-clause-del-heur='0', sp-clause-inversion='1', sp-first-restart='37', sp-learned-clause-sort-heur='18', sp-learned-clauses-inc='1.1030733666871344', sp-learned-size-factor='1.5114063838577467', sp-max-res-lit-inc='2.1172969253323664', sp-max-res-runs='24', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='1.0673283031781275', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.6725890512490813', sp-res-cutoff-cls='2', sp-res-cutoff-lits='1493', sp-res-order-heur='11', sp-resolution='0', sp-restart-inc='1.759903567179361', sp-update-dec-queue='0', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.179982920631818', sp-var-dec-heur='16', sp-variable-decay='1.1464501426916882'
135: sp-clause-activity-inc='0.5979028472954164', sp-clause-decay='1.6907463304213526', sp-clause-del-heur='1', sp-clause-inversion='0', sp-first-restart='3097', sp-learned-clause-sort-heur='2', sp-learned-clauses-inc='1.4767321027271223', sp-learned-size-factor='1.5190678608469144', sp-max-res-lit-inc='1.4202757482770925', sp-max-res-runs='3', sp-orig-clause-sort-heur='19', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.05', sp-rand-phase-scaling='0.5203119551383525', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.9738526700732315', sp-res-cutoff-cls='3', sp-res-cutoff-lits='301', sp-res-order-heur='17', sp-resolution='0', sp-restart-inc='1.8934861828766976', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='1.2428597623807842', sp-var-dec-heur='5', sp-variable-decay='1.5099931344409232'
136: sp-clause-activity-inc='1.0300433274509793', sp-clause-decay='1.8004455299945534', sp-clause-del-heur='1', sp-clause-inversion='1', sp-first-restart='95', sp-learned-clause-sort-heur='13', sp-learned-clauses-inc='1.4017768026061435', sp-learned-size-factor='1.5121046016299484', sp-max-res-lit-inc='0.8284188624579187', sp-max-res-runs='25', sp-orig-clause-sort-heur='13', sp-phase-dec-heur='0', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.8511166460139177', sp-rand-var-dec-freq='0.05', sp-rand-var-dec-scaling='0.3194458242944949', sp-res-cutoff-cls='15', sp-res-cutoff-lits='1175', sp-res-order-heur='13', sp-resolution='0', sp-restart-inc='1.4352872655526623', sp-update-dec-queue='1', sp-use-pure-literal-rule='1', sp-var-activity-inc='0.6816586749550944', sp-var-dec-heur='15', sp-variable-decay='1.0146893256193152'
137: sp-clause-activity-inc='1.0254910241238362', sp-clause-decay='1.1375749947603888', sp-clause-del-heur='2', sp-clause-inversion='0', sp-first-restart='309', sp-learned-clause-sort-heur='19', sp-learned-clauses-inc='1.1658046549172811', sp-learned-size-factor='0.21885519161359457', sp-max-res-lit-inc='1.248426742267862', sp-max-res-runs='5', sp-orig-clause-sort-heur='8', sp-phase-dec-heur='2', sp-rand-phase-dec-freq='0.01', sp-rand-phase-scaling='0.3127916771169715', sp-rand-var-dec-freq='0.001', sp-rand-var-dec-scaling='0.7003553782382008', sp-res-cutoff-cls='8', sp-res-cutoff-lits='646', sp-res-order-heur='0', sp-resolution='0', sp-restart-inc='1.7137953218245268', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.4513988964666749', sp-var-dec-heur='16', sp-variable-decay='1.0710010836354487'
138: sp-clause-activity-inc='1.2501020748295875', sp-clause-decay='1.673036668234808', sp-clause-del-heur='2', sp-clause-inversion='1', sp-first-restart='547', sp-learned-clause-sort-heur='16', sp-learned-clauses-inc='1.4761045741980916', sp-learned-size-factor='0.2181198606877947', sp-max-res-lit-inc='0.6202277395718867', sp-max-res-runs='8', sp-orig-clause-sort-heur='18', sp-phase-dec-heur='1', sp-rand-phase-dec-freq='0.001', sp-rand-phase-scaling='0.844837891674338', sp-rand-var-dec-freq='0.0001', sp-rand-var-dec-scaling='0.9306086902164894', sp-res-cutoff-cls='20', sp-res-cutoff-lits='261', sp-res-order-heur='8', sp-resolution='2', sp-restart-inc='1.1615687406184405', sp-update-dec-queue='1', sp-use-pure-literal-rule='0', sp-var-activity-inc='1.2052004755598689', sp-var-dec-heur='9', sp-variable-decay='1.081669109442547'
